"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009407","GO:0009407","toxin catabolic process","92/3045","211/20876",1.71324403687933e-24,2.7429037030438e-21,1.88096161101593e-21,"AT1G17180/AT5G11520/AT2G41380/AT2G15490/AT1G27980/AT5G16970/AT3G04000/AT5G38710/AT1G78380/AT2G29480/AT2G15480/AT2G29420/AT5G42150/AT3G09270/AT2G47000/AT2G36950/AT4G03320/AT1G23550/AT3G17000/AT5G66690/AT2G42790/AT1G30400/AT2G31260/AT2G29470/AT1G78340/AT4G31300/AT4G38630/AT5G16980/AT1G09100/AT2G29450/AT4G01870/AT3G22200/AT3G50910/AT1G17170/AT5G14730/AT3G19980/AT3G05360/AT4G24160/AT5G59530/AT1G77450/AT1G77770/AT1G05680/AT5G48180/AT4G21120/AT2G41690/AT2G29490/AT5G01720/AT2G31945/AT3G10500/AT4G39850/AT5G23540/AT1G78320/AT4G15610/AT1G56450/AT5G40580/AT1G68620/AT3G28740/AT5G55200/AT3G54660/AT4G36990/AT3G04460/AT5G01380/AT2G31570/AT2G30140/AT1G20200/AT3G06860/AT1G02950/AT5G58290/AT1G76150/AT2G28190/AT2G30110/AT1G05560/AT3G60820/AT2G34500/AT1G30700/AT4G25390/AT4G29040/AT3G24170/AT2G02390/AT5G62480/AT3G05630/AT2G33150/AT1G79410/AT1G04810/AT4G20860/AT4G32070/AT5G41240/AT5G44000/AT3G08690/AT3G28210/AT3G11270/AT2G47730",92
"GO:0009636","GO:0009636","response to toxic substance","144/3045","430/20876",2.05781852548077e-23,1.09818915309824e-20,7.53089376167174e-21,"AT1G17180/AT5G11520/AT2G41380/AT2G15490/AT1G27980/AT5G16970/AT3G04000/AT5G38710/AT1G78380/AT2G29480/AT2G15480/AT2G29420/AT5G42150/AT3G09270/AT1G16030/AT2G47000/AT2G36950/AT4G03320/AT1G07890/AT4G37270/AT1G23550/AT2G22240/AT1G53540/AT5G03160/AT3G17000/AT3G47990/AT5G66690/AT5G12030/AT2G42790/AT1G30400/AT2G31260/AT2G29470/AT1G78340/AT4G31300/AT4G38630/AT5G16980/AT4G25380/AT1G09100/AT1G08830/AT2G29450/AT4G01870/AT3G07150/AT3G22200/AT3G50910/AT4G01070/AT1G17170/AT3G17790/AT5G14730/AT3G19980/AT4G08230/AT3G05360/AT4G24160/AT5G59530/AT5G54660/AT1G77450/AT1G77770/AT4G12400/AT3G04120/AT1G05680/AT5G48180/AT1G12520/AT4G21120/AT5G59420/AT2G06530/AT2G47180/AT1G09080/AT5G04890/AT1G03070/AT2G41690/AT3G46930/AT4G37610/AT2G46240/AT2G29490/AT5G01720/AT5G12020/AT2G31945/AT3G10500/AT4G39850/AT5G23540/AT1G78320/AT4G15610/AT1G56450/AT2G27140/AT1G22770/AT5G40580/AT2G42680/AT1G68620/AT3G28740/AT5G55200/AT3G54660/AT2G29500/AT4G36990/AT3G04460/AT5G01380/AT2G31570/AT1G10170/AT1G56345/AT2G30140/AT5G37670/AT1G20200/AT3G06860/AT1G02950/AT5G64510/AT5G58290/AT1G76150/AT2G31240/AT2G28190/AT1G52560/AT2G30110/AT2G01980/AT1G05560/AT3G50920/AT1G03190/AT3G60820/AT4G16660/AT2G34500/AT4G12570/AT1G30700/AT4G24190/AT4G25390/AT4G29040/AT3G24170/AT5G07340/AT1G65040/AT2G02390/AT5G62480/AT3G05630/AT3G23560/AT2G33150/AT1G79410/AT1G20630/AT1G04810/AT4G20860/AT1G78420/AT4G32070/AT5G41240/AT1G77510/AT5G44000/AT1G09210/AT3G08690/AT3G28210/AT4G29330/AT3G11270/AT2G47730",144
"GO:0006635","GO:0006635","fatty acid beta-oxidation","70/3045","170/20876",2.44846835245947e-17,6.96085720922759e-15,4.77344690438501e-15,"AT1G72680/AT5G11520/AT3G62770/AT1G27980/AT3G05970/AT1G78380/AT3G09270/AT4G34370/AT5G19590/AT2G26230/AT3G61070/AT3G17000/AT2G42790/AT5G65110/AT2G31260/AT2G29470/AT4G01610/AT4G31300/AT4G38630/AT1G09100/AT2G35690/AT2G27600/AT2G47980/AT3G22200/AT3G24360/AT1G17170/AT1G79810/AT2G22780/AT3G51090/AT1G77770/AT5G48180/AT2G26350/AT3G55890/AT2G36670/AT4G15940/AT1G23440/AT5G46180/AT4G39850/AT5G23540/AT5G27600/AT5G14180/AT1G56450/AT2G45690/AT5G40580/AT1G58030/AT3G09760/AT5G16520/AT1G27320/AT3G04460/AT5G08470/AT1G29400/AT1G20200/AT4G29010/AT3G06860/AT5G27520/AT5G60160/AT5G58290/AT1G76150/AT3G12800/AT2G30110/AT3G06480/AT3G60820/AT5G43280/AT4G29040/AT2G02390/AT3G05630/AT2G33150/AT1G04810/AT3G08690/AT3G11270",70
"GO:0046686","GO:0046686","response to cadmium ion","127/3045","470/20876",1.0429939057604e-12,1.19273803080171e-10,8.17926799780523e-11,"AT2G41380/AT5G16970/AT2G45290/AT1G47128/AT4G01850/AT4G19880/AT1G78380/AT2G37760/AT3G09270/AT1G26630/AT3G19170/AT5G64250/AT1G53240/AT2G42810/AT3G51260/AT1G07890/AT3G13235/AT5G17920/AT5G42740/AT1G57720/AT4G14570/AT2G35840/AT4G38740/AT5G62690/AT1G22640/AT2G19110/AT5G52660/AT1G32230/AT5G11170/AT2G45030/AT4G34180/AT3G04730/AT1G79550/AT4G31300/AT4G38630/AT3G13860/AT1G20620/AT1G08830/AT1G42970/AT3G53230/AT3G22200/AT3G48000/AT2G36530/AT1G72650/AT1G12000/AT5G60360/AT2G05710/AT3G44320/AT1G11910/AT5G67500/AT4G39090/AT3G09840/AT3G04120/AT5G63680/AT1G34550/AT3G15353/AT3G13110/AT4G20260/AT3G13930/AT1G68560/AT2G27020/AT2G41690/AT2G36460/AT3G25800/AT1G71030/AT1G13560/AT2G13560/AT5G23540/AT4G14800/AT2G42010/AT1G56450/AT4G23100/AT3G09600/AT4G11360/AT4G29060/AT3G27820/AT2G30970/AT2G47190/AT5G02380/AT1G15930/AT1G54220/AT5G63840/AT1G63770/AT1G78680/AT5G63950/AT2G34720/AT4G39230/AT1G11840/AT1G54270/AT3G52880/AT5G60160/AT1G02130/AT4G33010/AT5G62350/AT3G46590/AT5G62790/AT1G49950/AT5G02790/AT2G30110/AT5G51830/AT1G23190/AT5G59780/AT4G24460/AT3G60820/AT5G13420/AT3G08590/AT3G01860/AT4G24190/AT4G29040/AT3G22890/AT3G02530/AT3G53620/AT1G76680/AT3G09820/AT2G24200/AT2G37630/AT3G25585/AT1G20630/AT1G27450/AT3G44300/AT1G75280/AT5G41670/AT1G36370/AT1G77510/AT2G47470/AT4G23670/AT2G43750",127
"GO:0016036","GO:0016036","cellular response to phosphate starvation","51/3045","133/20876",1.26680963312948e-11,1.19303660155311e-09,8.18131546349254e-10,"AT3G02050/AT5G58350/AT1G78380/AT2G42600/AT4G30490/AT3G27740/AT2G22240/AT3G03250/AT3G17000/AT1G68740/AT1G32940/AT5G01220/AT2G30550/AT1G20620/AT3G17790/AT4G35090/AT1G55180/AT5G54730/AT3G44510/AT1G63010/AT3G17770/AT2G16430/AT1G71040/AT1G32870/AT1G26730/AT2G47190/AT5G45900/AT1G27320/AT1G73220/AT3G03790/AT5G42870/AT3G25710/AT3G62590/AT5G13080/AT3G16785/AT2G26660/AT1G02310/AT3G03520/AT1G71130/AT3G11670/AT2G34500/AT3G09560/AT1G73170/AT3G05630/AT1G69480/AT1G20630/AT4G33030/AT4G24890/AT2G42690/AT2G01830/AT4G21470",51
"GO:0071496","GO:0071496","cellular response to external stimulus","99/3045","350/20876",1.9989860950525e-11,1.68440880956793e-09,1.15509279619931e-09,"AT1G55920/AT2G37710/AT3G17810/AT5G44610/AT3G08860/AT3G02050/AT5G58350/AT5G10580/AT1G78380/AT2G42600/AT5G64370/AT4G30490/AT5G57660/AT5G49450/AT2G29650/AT3G27740/AT5G48850/AT2G22240/AT4G08920/AT3G03250/AT3G17000/AT1G68740/AT1G32450/AT1G32940/AT1G64150/AT5G01220/AT2G30550/AT1G20620/AT3G56970/AT3G17790/AT4G35090/AT3G18290/AT1G55180/AT5G54730/AT5G40890/AT3G44510/AT3G44320/AT1G80760/AT1G63010/AT1G09020/AT1G05680/AT4G20260/AT4G31910/AT3G17770/AT2G17220/AT5G48000/AT5G59090/AT2G48130/AT2G39380/AT1G79050/AT5G63600/AT2G16430/AT1G09740/AT5G44160/AT1G71040/AT3G24770/AT1G32870/AT1G26730/AT3G56980/AT2G47190/AT1G62660/AT3G01420/AT5G45900/AT3G27690/AT1G27320/AT1G73220/AT3G03790/AT5G42870/AT3G25710/AT3G55880/AT3G62590/AT5G13080/AT1G78000/AT5G01490/AT3G59220/AT3G16785/AT2G26660/AT1G68010/AT1G02310/AT3G03520/AT1G71130/AT3G11670/AT3G09220/AT2G34500/AT2G18980/AT3G09560/AT1G64660/AT1G73170/AT3G05630/AT1G79410/AT1G69480/AT1G20630/AT4G33030/AT4G24890/AT1G18880/AT2G42690/AT3G08040/AT2G01830/AT4G21470",99
"GO:0010583","GO:0010583","response to cyclopentenone","54/3045","148/20876",3.05438410896175e-11,2.3286042659275e-09,1.59685344643965e-09,"AT1G17180/AT2G41380/AT2G15490/AT5G16970/AT3G04000/AT5G38710/AT1G78380/AT2G29480/AT2G15480/AT2G29420/AT5G42150/AT3G09270/AT2G47000/AT2G36950/AT4G03320/AT1G23550/AT5G66690/AT1G78340/AT3G04730/AT5G16980/AT4G28250/AT4G01870/AT3G50910/AT1G17170/AT5G14730/AT3G05360/AT4G24160/AT5G59530/AT1G77450/AT1G05680/AT4G21120/AT2G29490/AT2G31945/AT1G73590/AT3G10500/AT4G15610/AT1G68620/AT3G28740/AT5G55200/AT4G36990/AT5G01380/AT2G30140/AT4G34160/AT1G05560/AT2G34500/AT1G30700/AT4G25390/AT5G62480/AT1G79410/AT4G20860/AT4G32070/AT5G41240/AT5G44000/AT3G28210",54
"GO:0055114","GO:0055114","oxidation-reduction process","110/3045","408/20876",3.99574983305174e-11,2.9078161285072e-09,1.99405123247511e-09,"AT1G72680/AT5G11520/AT3G62770/AT1G65820/AT1G27980/AT3G05970/AT3G04000/AT1G78380/AT2G37760/AT1G55020/AT2G42600/AT3G09270/AT4G34370/AT5G19590/AT2G26230/ATMG01320/AT2G07751/AT1G55670/AT5G23060/AT3G61070/AT4G08920/AT3G17000/AT1G62180/AT2G42790/AT5G65110/AT2G31260/ATMG00650/AT2G29470/AT4G01610/AT3G50820/AT4G31300/AT4G38630/AT2G46750/AT1G09100/AT1G42970/AT3G22400/AT2G35690/AT2G27600/AT2G47980/AT3G22200/AT3G24360/AT1G17170/AT4G22890/AT1G79810/AT2G22780/AT2G25710/AT3G51090/AT5G25450/AT1G77770/AT5G67500/AT3G04120/AT5G48180/AT2G26350/AT3G55890/AT2G36670/AT4G15940/AT2G36220/AT1G23440/AT5G46180/AT4G39850/AT5G23540/AT5G27600/ATCG00430/AT5G14180/AT1G56450/AT2G45690/AT5G40580/AT1G58030/AT3G09760/AT5G66570/AT3G01420/AT5G16520/AT1G27320/ATCG01110/AT3G04460/AT1G53580/AT5G08470/AT1G29400/ATCG01050/AT1G20200/AT4G29010/AT3G06860/AT5G63420/AT5G27520/AT3G22370/AT5G60160/AT4G11960/AT5G58290/AT2G41730/AT2G26670/AT1G68010/AT1G76150/AT3G12800/AT2G30110/AT3G06480/AT3G60820/AT5G13420/AT1G05575/AT5G43280/AT4G29040/AT4G04610/AT2G02390/AT3G05630/AT2G33150/AT3G10370/AT4G33520/AT1G04810/AT1G32060/AT3G08690/AT3G11270",110
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","48/3045","125/20876",4.745558929783e-11,3.30332167242721e-09,2.26527137929687e-09,"AT5G11520/AT1G27980/AT1G78380/AT3G09270/AT2G47000/AT3G51260/AT3G20060/AT3G17000/AT2G42790/AT5G65110/AT2G31260/AT2G29470/AT4G31300/AT4G38630/AT1G09100/AT3G22200/AT1G17170/AT3G15180/AT1G77770/AT5G48180/AT1G16900/AT2G27020/AT2G03430/AT4G39850/AT5G23540/AT4G14800/AT1G56450/AT5G40580/AT2G20580/AT3G04460/AT1G20200/AT3G06860/AT5G58290/AT1G76150/AT2G30110/AT1G21410/AT3G60820/AT5G56150/AT3G53970/AT4G29040/AT1G02145/AT1G65040/AT2G02390/AT3G05630/AT2G33150/AT1G04810/AT3G08690/AT3G11270",48
"GO:0007568","GO:0007568","aging","55/3045","154/20876",5.24970101145798e-11,3.50198804972676e-09,2.40150796269766e-09,"AT5G11520/AT3G62770/AT5G44610/AT4G23410/AT3G08860/AT5G58350/AT5G13820/AT2G45210/AT5G10650/AT2G28800/AT5G54870/AT5G59220/AT5G46700/AT1G16460/AT4G38630/AT4G05320/AT5G65210/AT3G29035/AT5G60360/AT3G19190/AT3G51430/AT3G12090/AT4G30920/AT5G62000/AT5G65380/AT1G05620/AT5G37600/AT5G46180/AT3G10500/AT3G04070/AT5G13180/AT1G10670/AT5G44160/AT3G60140/AT2G47190/AT5G45900/AT1G27320/AT1G73220/AT1G17020/AT2G42620/AT4G35890/AT4G30270/AT1G76150/AT2G46700/AT4G03550/AT4G12570/AT1G73680/AT5G51640/AT1G76680/AT3G05630/AT5G05700/AT3G15010/AT3G45600/AT1G11190/AT3G48330",55
