"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006661","GO:0006661","phosphatidylinositol biosynthetic process","42/2761","104/20876",4.8111214141663e-12,7.54864949882692e-09,6.49248173995915e-09,"AT3G01380/AT3G57170/AT4G03600/AT3G21260/AT3G03070/AT5G55290/AT1G68070/AT4G31560/AT2G04690/AT1G54210/AT1G11530/AT1G56260/AT2G40935/AT3G45100/AT5G13470/AT5G14410/AT1G76185/AT5G22875/AT5G24170/AT3G52070/AT5G44010/AT3G13720/AT3G03590/AT5G62575/AT3G28140/AT2G27290/AT3G51040/AT2G04550/AT3G11530/AT1G65000/AT5G07960/AT1G21840/AT1G35430/AT1G28070/AT1G62040/AT5G51510/AT3G49870/AT5G03345/AT2G23780/AT3G14430/AT1G36980/AT1G01230",42
"GO:0048193","GO:0048193","Golgi vesicle transport","84/2761","310/20876",4.89004872532131e-11,3.83624322501456e-08,3.29949603466416e-08,"AT1G54320/AT2G44610/AT5G58030/AT5G32440/AT5G58620/AT4G13510/AT5G52240/AT5G06140/AT3G16270/AT2G23310/AT1G80450/AT5G11490/AT4G32400/AT5G46250/AT5G18900/AT1G21780/AT4G12040/AT4G27130/AT1G53400/AT4G27500/AT4G32130/AT5G40780/AT5G15880/AT1G32270/AT1G21380/AT3G57410/AT1G16240/AT2G43130/AT4G30600/AT3G06960/AT5G50200/AT4G39220/AT5G20350/AT1G73030/AT5G41990/AT3G13870/AT3G18780/AT4G24330/AT1G59580/AT3G54860/AT1G13450/AT5G66680/AT3G11820/AT1G06890/AT4G36760/AT5G36290/AT3G21640/AT3G46510/AT2G44060/AT1G16560/AT5G11560/AT1G07960/AT5G19660/AT5G55850/AT2G45980/AT5G02040/AT2G34250/AT2G01060/AT4G24520/AT4G00355/AT5G10960/AT4G26550/AT2G03150/AT5G60640/AT5G05520/AT3G24315/AT5G52210/AT4G32410/AT1G30000/AT1G04260/AT3G51550/AT5G65950/AT5G08290/AT5G16880/AT1G54370/AT3G52190/AT1G49240/AT1G15880/AT5G66030/AT5G03540/AT2G34770/AT5G54750/AT1G17500/AT1G26670",84
"GO:0001510","GO:0001510","RNA methylation","48/2761","172/20876",2.48660082689778e-07,9.75369174350654e-05,8.38900594758672e-05,"AT2G20490/AT2G32060/AT3G60770/AT3G47370/AT2G45710/AT3G06700/AT3G04920/AT4G27090/AT3G46560/AT2G44120/AT1G14320/AT3G58700/AT2G36170/AT1G54690/AT3G09500/AT5G35530/AT2G42740/AT1G61570/AT4G09800/AT5G39740/AT2G47640/AT2G28600/AT5G15550/AT5G27770/AT2G33370/AT2G27840/AT3G53020/AT5G56670/AT2G39460/AT3G25520/AT1G34030/AT2G27710/AT5G66680/AT3G16780/AT2G40010/AT4G30220/AT3G09200/AT3G11510/AT3G59540/AT1G43170/AT5G15200/AT4G15000/AT2G37190/AT3G49910/AT3G53430/AT5G48760/AT3G44590/AT4G20440",48
"GO:0043094","GO:0043094","cellular metabolic compound salvage","47/2761","182/20876",3.60509246080277e-06,0.000942731678499924,0.000810829567499851,"AT4G11260/AT2G32060/AT1G48140/AT5G06140/AT2G42310/AT5G57020/AT1G20620/AT2G23940/AT3G06700/AT4G38800/AT4G30010/AT1G72020/AT3G46560/AT5G47570/AT2G02510/AT1G47420/AT4G29480/AT1G71750/AT4G34840/AT3G15360/AT1G22450/AT2G21870/AT4G20150/AT1G65930/AT2G13360/AT1G12550/AT4G16450/AT4G00585/AT3G08610/AT5G53580/AT5G03555/AT2G42210/AT3G10860/AT5G18800/AT2G47690/AT2G02050/AT1G15120/AT2G33220/AT3G52730/AT1G51650/AT5G47890/AT5G63510/AT4G13940/AT1G04630/ATMG01120/AT3G14290/AT3G07568",47
"GO:0009100","GO:0009100","glycoprotein metabolic process","48/2761","191/20876",6.40926860258693e-06,0.00111530203909268,0.000959254781199432,"AT1G61790/AT5G66180/AT3G07610/AT3G51770/AT1G31730/AT1G27520/AT5G11490/AT5G43930/AT4G15475/AT1G51590/AT3G16857/AT2G23980/AT2G35050/AT1G79090/AT5G05460/AT3G57410/AT4G11270/AT3G15430/AT3G22170/AT2G27900/AT2G39630/AT1G58110/AT2G18960/AT5G06120/AT2G41700/AT5G15680/AT5G66680/AT1G06890/AT4G36760/AT4G02480/AT3G46510/AT5G08100/AT5G19660/AT2G38020/AT5G43710/AT5G66810/AT3G04740/AT5G05520/AT1G27600/AT5G18525/AT5G47580/AT1G30000/AT2G36360/AT1G02145/AT5G65950/AT5G23450/AT4G39690/AT3G11040",48
"GO:0009630","GO:0009630","gravitropism","41/2761","154/20876",6.57646048112344e-06,0.00111530203909268,0.000959254781199432,"AT2G02950/AT5G35840/AT5G06140/AT4G32010/AT3G60240/AT5G44180/AT4G23440/AT3G15540/AT5G62500/AT2G38120/AT3G23050/AT2G27350/AT1G08600/AT3G22170/AT4G17330/AT3G59060/AT3G54220/AT4G16250/AT2G18390/AT1G01040/AT3G09850/AT5G06120/AT5G43130/AT3G14010/AT5G02750/AT4G25360/AT1G67140/AT2G18790/AT4G02480/AT1G04300/AT2G36720/AT3G04740/AT3G30350/AT5G18420/AT2G03150/AT5G58960/AT4G37590/AT1G16510/AT5G23450/AT5G66030/AT2G34650",41
"GO:0010015","GO:0010015","root morphogenesis","94/2761","458/20876",7.56483002937826e-06,0.00111530203909268,0.000959254781199432,"AT4G15290/AT2G19060/AT5G14750/AT3G24300/AT3G08680/AT1G05850/AT4G13510/AT1G77690/AT2G04025/AT3G17420/AT4G09990/AT1G74380/AT2G02480/AT1G20090/AT1G74500/AT3G01190/AT1G51590/AT2G29750/AT5G53140/AT1G21210/AT3G16857/AT3G13300/AT2G38120/AT5G48160/AT4G18730/AT4G02500/AT3G27560/AT1G50660/AT3G23050/AT5G54040/AT2G45420/AT5G05980/AT3G57410/AT3G16630/AT4G31170/AT4G33000/AT4G22212/AT5G64740/AT2G39900/AT5G09680/AT4G39100/AT1G78620/AT3G44200/AT2G26420/AT3G58190/AT4G02370/AT5G60920/AT4G26010/AT1G11860/AT4G28890/AT1G43020/AT3G25520/AT5G03040/AT3G13870/AT3G18780/AT4G07410/AT4G05150/AT1G05260/AT3G12540/AT5G64330/AT3G14370/AT2G01420/AT1G24620/AT2G34910/AT2G47540/AT5G52060/AT1G45688/AT3G46510/AT3G56370/AT5G25890/AT4G35310/AT5G47980/AT4G14550/AT1G28560/AT5G16000/AT3G61440/AT2G28250/AT1G75680/AT5G11000/AT5G05170/AT4G32410/AT2G38440/AT4G30200/AT4G13940/AT3G51550/AT2G35510/AT5G13140/AT1G71696/AT5G65710/AT1G49240/AT2G34650/AT5G58010/AT5G03540/AT2G01830",94
"GO:0009606","GO:0009606","tropism","43/2761","166/20876",8.44164440572046e-06,0.00111530203909268,0.000959254781199432,"AT2G02950/AT5G35840/AT5G06140/AT4G32010/AT3G60240/AT5G44180/AT4G23440/AT3G15540/AT2G30520/AT5G62500/AT2G38120/AT3G23050/AT2G27350/AT1G08600/AT3G22170/AT4G17330/AT3G59060/AT3G54220/AT4G16250/AT2G18390/AT1G01040/AT3G09850/AT5G06120/AT5G43130/AT3G14010/AT5G02750/AT5G64330/AT4G25360/AT1G67140/AT2G18790/AT4G02480/AT1G04300/AT2G36720/AT3G04740/AT3G30350/AT5G18420/AT2G03150/AT5G58960/AT4G37590/AT1G16510/AT5G23450/AT5G66030/AT2G34650",43
"GO:0048767","GO:0048767","root hair elongation","47/2761","188/20876",9.24087094213181e-06,0.00111530203909268,0.000959254781199432,"AT4G15290/AT1G05850/AT1G77690/AT3G17420/AT1G74380/AT1G20090/AT1G51590/AT5G53140/AT2G38120/AT4G02500/AT3G23050/AT5G54040/AT5G05980/AT3G57410/AT4G33000/AT4G22212/AT5G64740/AT2G39900/AT4G39100/AT1G78620/AT2G26420/AT4G02370/AT5G60920/AT4G28890/AT5G03040/AT3G18780/AT4G05150/AT5G64330/AT2G01420/AT1G24620/AT2G34910/AT5G52060/AT1G45688/AT3G46510/AT4G35310/AT5G47980/AT5G16000/AT1G75680/AT5G11000/AT5G05170/AT4G32410/AT4G13940/AT3G51550/AT5G13140/AT1G49240/AT2G34650/AT5G03540",47
"GO:0030243","GO:0030243","cellulose metabolic process","35/2761","126/20876",1.11817143529254e-05,0.00116960732131599,0.00100596195090879,"AT5G58030/AT4G39350/AT2G35880/AT1G05850/AT4G21150/AT5G11490/AT5G15880/AT1G11580/AT2G25800/AT3G57410/AT5G64740/AT5G09870/AT5G60920/AT2G42580/AT3G13870/AT3G18780/AT4G24330/AT5G66680/AT1G12110/AT5G36290/AT3G21640/AT1G07960/AT2G03150/AT5G60640/AT3G08600/AT3G24315/AT5G05170/AT4G32410/AT3G51550/AT5G65950/AT2G22125/AT5G15350/AT5G66030/AT5G54750/AT2G39770",35
