"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006486","GO:0006486","protein glycosylation","37/1550","183/20876",1.87544306636255e-08,7.02353428352777e-06,5.49800941033654e-06,"AT5G01010/AT5G43930/AT3G11960/AT3G03380/AT5G11530/AT4G36630/AT1G03280/AT1G32530/AT1G08030/AT1G71220/AT4G34450/AT3G19770/AT1G53570/AT1G79090/AT1G53165/AT5G66180/AT4G19110/AT3G20250/AT2G36810/AT4G00450/AT3G53390/AT1G06890/AT3G07610/AT3G14230/AT2G17510/AT2G18750/AT1G04140/AT5G61060/AT5G43710/AT5G14950/AT4G00800/AT3G25840/AT5G02410/AT3G12570/AT5G45190/AT5G08450/AT1G04850",37
"GO:0009101","GO:0009101","glycoprotein biosynthetic process","37/1550","183/20876",1.87544306636255e-08,7.02353428352777e-06,5.49800941033654e-06,"AT5G01010/AT5G43930/AT3G11960/AT3G03380/AT5G11530/AT4G36630/AT1G03280/AT1G32530/AT1G08030/AT1G71220/AT4G34450/AT3G19770/AT1G53570/AT1G79090/AT1G53165/AT5G66180/AT4G19110/AT3G20250/AT2G36810/AT4G00450/AT3G53390/AT1G06890/AT3G07610/AT3G14230/AT2G17510/AT2G18750/AT1G04140/AT5G61060/AT5G43710/AT5G14950/AT4G00800/AT3G25840/AT5G02410/AT3G12570/AT5G45190/AT5G08450/AT1G04850",37
"GO:0043413","GO:0043413","macromolecule glycosylation","37/1550","183/20876",1.87544306636255e-08,7.02353428352777e-06,5.49800941033654e-06,"AT5G01010/AT5G43930/AT3G11960/AT3G03380/AT5G11530/AT4G36630/AT1G03280/AT1G32530/AT1G08030/AT1G71220/AT4G34450/AT3G19770/AT1G53570/AT1G79090/AT1G53165/AT5G66180/AT4G19110/AT3G20250/AT2G36810/AT4G00450/AT3G53390/AT1G06890/AT3G07610/AT3G14230/AT2G17510/AT2G18750/AT1G04140/AT5G61060/AT5G43710/AT5G14950/AT4G00800/AT3G25840/AT5G02410/AT3G12570/AT5G45190/AT5G08450/AT1G04850",37
"GO:0070085","GO:0070085","glycosylation","37/1550","183/20876",1.87544306636255e-08,7.02353428352777e-06,5.49800941033654e-06,"AT5G01010/AT5G43930/AT3G11960/AT3G03380/AT5G11530/AT4G36630/AT1G03280/AT1G32530/AT1G08030/AT1G71220/AT4G34450/AT3G19770/AT1G53570/AT1G79090/AT1G53165/AT5G66180/AT4G19110/AT3G20250/AT2G36810/AT4G00450/AT3G53390/AT1G06890/AT3G07610/AT3G14230/AT2G17510/AT2G18750/AT1G04140/AT5G61060/AT5G43710/AT5G14950/AT4G00800/AT3G25840/AT5G02410/AT3G12570/AT5G45190/AT5G08450/AT1G04850",37
"GO:0006281","GO:0006281","DNA repair","43/1550","254/20876",2.99694523032658e-07,7.48237325838202e-05,5.85718769576107e-05,"AT5G40820/AT5G41340/AT1G80420/AT5G15850/AT2G19480/AT1G31360/AT1G78870/AT5G20090/AT3G02680/AT3G11100/AT4G17380/AT3G19210/AT4G31400/AT3G06820/AT1G71260/AT1G11240/AT1G10520/AT5G41150/AT5G16630/AT3G55530/AT3G48900/AT3G42860/AT5G63540/AT2G46030/AT2G46340/AT5G05560/AT1G65070/AT3G57300/AT1G49980/AT1G14400/AT2G31970/AT1G64230/AT3G48190/AT5G67100/AT4G18470/AT1G59760/AT3G05210/AT5G67380/AT1G48050/AT1G14750/AT1G75230/AT1G52500/AT2G32950",43
"GO:0010228","GO:0010228","vegetative to reproductive phase transition of meristem","64/1550","449/20876",3.49872046915521e-07,7.48726180399216e-05,5.86101444005851e-05,"AT1G51420/AT1G77480/AT1G02100/AT2G35510/AT4G32980/AT2G44680/AT2G02480/AT4G34730/AT1G48550/AT4G11160/AT3G60300/AT5G12290/AT4G33650/AT5G04910/AT4G31120/AT3G44600/AT5G61030/AT5G03840/AT3G11100/AT1G21160/AT1G03280/AT2G26430/AT1G48410/AT5G55390/AT3G01320/AT3G19210/AT5G05740/AT3G01770/AT5G02030/AT5G66180/AT2G28910/AT2G25840/AT2G42400/AT2G38180/AT4G04920/AT1G55690/AT3G49600/AT4G00450/AT3G25150/AT5G13480/AT5G60170/AT4G29380/AT2G02760/AT2G46340/AT1G43690/AT4G35800/AT1G80410/AT3G06400/AT3G50530/AT5G19430/AT1G14400/AT5G49020/AT2G31970/AT2G19930/AT4G38600/AT1G15920/AT1G18450/AT5G03770/AT5G67380/AT1G77080/AT2G43370/AT3G12145/AT2G27300/AT2G32950",64
"GO:0000278","GO:0000278","mitotic cell cycle","59/1550","403/20876",4.04316327013029e-07,7.57082322331897e-05,5.92642616174361e-05,"AT3G51120/AT3G07740/AT5G60930/AT1G49620/AT3G61690/AT1G79880/AT2G02480/AT3G52110/AT1G30460/AT3G44600/AT3G60240/AT1G31360/AT4G09550/AT3G02680/AT1G03280/AT1G77720/AT1G08030/AT3G11540/AT4G17380/AT3G22780/AT3G01320/AT1G02080/AT3G19770/AT2G43190/AT5G11300/AT2G46920/AT4G31400/AT4G39860/AT5G10950/AT3G57860/AT1G50500/AT3G07160/AT5G24330/AT4G21820/AT4G32850/AT3G01610/AT3G62080/AT1G34355/AT5G13480/AT5G11510/AT5G47750/AT5G23910/AT3G03950/AT2G23430/AT3G15120/AT2G22490/AT2G31970/AT3G60250/AT5G06960/AT2G01120/AT5G23080/AT1G73970/AT3G24810/AT5G67100/AT4G18470/AT1G01160/AT5G61150/AT1G68790/AT2G39090",59
"GO:0006974","GO:0006974","cellular response to DNA damage stimulus","47/1550","300/20876",8.80660824078158e-07,0.00013826374182962,0.000108232596724192,"AT5G40820/AT5G41340/AT1G80420/AT3G44600/AT5G15850/AT2G19480/AT1G31360/AT1G78870/AT5G20090/AT3G02680/AT3G11100/AT4G17380/AT3G22780/AT3G19210/AT4G31400/AT3G06820/AT1G71260/AT1G11240/AT1G10520/AT5G41150/AT5G16630/AT3G55530/AT3G48900/AT3G42860/AT5G63540/AT2G46030/AT2G46340/AT5G05560/AT1G65070/AT3G57300/AT1G49980/AT1G14400/AT2G31970/AT1G64230/AT3G48190/AT5G67100/AT4G18470/AT1G59760/AT3G05210/AT5G67380/AT2G39090/AT1G48050/AT1G14750/AT1G75230/AT1G52500/AT2G32950/AT5G08450",47
"GO:0009081","GO:0009081","branched-chain amino acid metabolic process","9/1550","18/20876",1.76023822580572e-06,0.000202833604788997,0.000158777763850006,"AT5G14200/AT5G23020/AT2G43400/AT1G18500/AT1G80560/AT3G58610/AT5G65940/AT5G43430/AT3G10050",9
"GO:0009606","GO:0009606","tropism","30/1550","166/20876",4.66044750897784e-06,0.000410667668732283,0.00032146987770906,"AT2G25660/AT3G60240/AT2G30520/AT1G04400/AT2G17980/AT1G26830/AT1G09570/AT1G53165/AT1G65440/AT1G09530/AT3G19740/AT3G54350/AT2G01940/AT3G61050/AT5G10940/AT3G11910/AT3G54280/AT1G77800/AT4G29380/AT5G45710/AT3G57300/AT1G01930/AT3G06400/AT4G31880/AT3G05530/AT1G02340/AT5G50375/AT3G45780/AT5G45190/AT1G73960",30
