ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G06830.1,ARA:THIOREDOX-PWY,GRXS11,1,2097106,2097655,+,549,protein_coding,Monothiol glutaredoxin-S11 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9Y9],0.9514506868526545,NA,0.05616480919648089,0.2886542034926924,NA,-1.0487769470636226,0.7319617566816184,NA,0.31177148049974873,0,-0,0,3
AT1G77370.1,ARA:THIOREDOX-PWY,,1,29073840,29074893,+,1053,protein_coding,Glutaredoxin family protein [Source:TAIR;Acc:AT1G77370],0.22866384001017934,0.7049257695561986,0.18195099519493407,0.07912981841375338,0.3588945130080173,0.26491140998906454,0.9647564126785438,0.99181039263186,-0.006697434080181798,0,0,0,9
AT1G77370.2,ARA:THIOREDOX-PWY,,1,29073843,29074870,+,1027,protein_coding,Glutaredoxin family protein [Source:TAIR;Acc:AT1G77370],0.31061357462081773,0.7769083702744644,0.4834613903143086,0.00295018169629977,0.04838729979251398,1.3609737629744283,0.21048549770516445,NA,0.5907230911343994,0,1,0,5
AT2G17420.1,ARA:THIOREDOX-PWY,NTR2,2,7564240,7566572,+,2332,protein_coding,Thioredoxin reductase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q39242],0.803162395878644,0.9662426756893417,-0.019929493678668506,0.6253410245466343,0.8796570984880254,-0.03904986815762475,0.18627537660455323,0.58406705437998,-0.10568151367208121,0,0,0,8
AT2G17420.2,ARA:THIOREDOX-PWY,NTR2,2,7564276,7566601,+,2325,protein_coding,Thioredoxin reductase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q39242],0.055854941411916305,0.39771763523752784,0.8326283891200831,0.20397479831765788,0.5672710932818297,0.5581122660912966,0.22900853731662793,0.6375245765752644,0.527447569460444,0,0,0,6
AT2G20270.1,ARA:THIOREDOX-PWY,,2,8737705,8739677,-,1972,protein_coding,Thioredoxin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IUG7],0.5548263175389347,0.8993594881597695,0.09978278949016266,0.3628434778780587,0.7211265985744473,-0.1560109165271972,0.8600634282704711,0.9664816645957771,0.029771936236928222,0,0,0,3
AT2G30540.1,ARA:THIOREDOX-PWY,GRXS9,2,13011105,13012043,-,938,protein_coding,Monothiol glutaredoxin-S9 [Source:UniProtKB/Swiss-Prot;Acc:O04341],0.6237952960678177,NA,0.6900662449279543,0.9750487330030801,NA,-0.04589602388361827,0.5148023095613283,NA,0.9053651342344372,0,0,0,6
AT2G41680.1,ARA:THIOREDOX-PWY,NTRC,2,17376155,17379059,-,2904,protein_coding,Thioredoxin reductase [Source:UniProtKB/TrEMBL;Acc:A0A178VZE7],0.6193773173907481,0.9200133934151573,0.07116115794430179,0.21081541978789564,0.5753931242114401,-0.1807028018157621,0.5238352459301407,0.8454724838937273,-0.09153910129390613,0,0,0,3
AT3G54900.1,ARA:THIOREDOX-PWY,GRXS14,3,20341357,20342464,-,1107,protein_coding,"Monothiol glutaredoxin-S14, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q84Y95]",0.6604767199803261,0.9317012434959575,-0.07870332668101741,0.4917895751603124,0.8073950995150555,-0.12336652857697206,0.8300094151964222,0.9584109944817855,0.03827410978518403,0,0,0,4
AT3G62930.1,ARA:THIOREDOX-PWY,GRXS6,3,23261442,23261927,-,485,protein_coding,Monothiol glutaredoxin-S6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYC8],0.005178982247990941,0.1015944802218409,-1.4433644697318073,0.017650227661951845,0.15335275371964754,-1.208533631396436,0.9724298874400835,0.9936594559987059,0.016719114171135818,-0,-0,0,8
