ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G01960.1,GO:0009561,BIG3,1,330588,337912,-,7324,protein_coding,Brefeldin A-inhibited guanine nucleotide-exchange protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPC5],0.5519769532705174,0.8978838967355656,0.06863674668751683,0.8652352762932481,0.9643940085129404,0.019592033000455495,0.12001038616385565,0.48802554753542565,0.1791984431468362,0,0,0,4
AT1G16280.1,GO:0009561,RH36,1,5567742,5570679,-,2937,protein_coding,DEAD-box ATP-dependent RNA helicase 36 [Source:UniProtKB/Swiss-Prot;Acc:Q9SA27],0.6160609588595081,0.9190515323520648,-0.08744479617269166,0.49777699367156586,0.8112301390651127,-0.11842577352688799,0.5267636778143125,0.8471176845492467,0.10929932636125353,0,0,0,4
AT1G55420.1,GO:0009561,EDA11,1,20691591,20694039,-,2448,protein_coding,Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:Q9ZVU2],0.65321457993019,0.9290745200784276,0.13567702560768446,0.00736023561897493,0.08940707361467874,0.804995619553512,0.6476708393185759,0.8997381367551854,0.13789385417744088,0,0,0,5
AT2G04660.1,GO:0009561,APC2,2,1624630,1629259,+,4629,protein_coding,APC2 [Source:UniProtKB/TrEMBL;Acc:A0A178VYA9],0.9828797602936044,0.9965576877138556,0.0039019833005759495,0.6678560992121659,0.8987767153820833,-0.07825583462912528,0.3902395332101314,0.7673501456402299,0.15520049070541853,0,0,0,4
AT2G34860.1,GO:0009561,PSA2,2,14708243,14710267,+,2024,protein_coding,"Protein PHOTOSYSTEM I ASSEMBLY 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O64750]",0.8254176014959353,0.9691037189655953,-0.07186911578319045,0.8989186496239792,0.9735031506314534,0.04119900527612293,0.6113318321692836,0.8852279259750058,0.1634071744593578,0,0,0,1
AT2G42260.2,GO:0009561,PYM,2,17601916,17603457,-,1541,protein_coding,Protein POLYCHOME [Source:UniProtKB/Swiss-Prot;Acc:O48533],0.9413665227961798,0.9926950113592679,-0.06059826148630574,0.8369364880569805,0.9547838512963738,-0.16991053715036084,0.537612417195471,0.8531270811466902,0.5035747214410926,0,0,0,4
AT2G47990.1,GO:0009561,SWA1,2,19636867,19638678,-,1811,protein_coding,Protein SLOW WALKER 1 [Source:UniProtKB/Swiss-Prot;Acc:O82266],0.22695052976961264,0.7035888376869545,-0.2725161984783556,0.12010200409001524,0.44051936062592173,-0.3509334170614423,0.7145705563844992,0.9234733222202878,0.08214768829011243,0,0,0,4
AT2G48140.1,GO:0009561,EDA4,2,19686333,19687664,+,1331,protein_coding,At2g48140/F11L15.4 [Source:UniProtKB/TrEMBL;Acc:Q94AX3],0.799971178655714,0.9658617536778105,0.07419182524166218,0.4793952106806074,0.8005902996531086,-0.20721954680503915,0.7245464901879969,0.9256393518353461,-0.10320092699702857,0,0,0,3
AT2G48140.2,GO:0009561,EDA4,2,19686409,19687664,+,1255,protein_coding,At2g48140/F11L15.4 [Source:UniProtKB/TrEMBL;Acc:Q94AX3],0.9735129065921121,0.9946817906507939,-0.01736379813010907,0.9447101708756471,0.987776477188274,0.03625765233411552,0.27320936170547355,0.6802980112782772,-0.5752509583028871,0,0,0,9
AT3G03650.1,GO:0009561,EDA5,3,884133,886410,-,2277,protein_coding,At3g03650 [Source:UniProtKB/TrEMBL;Acc:Q9SS65],0.9206527737640857,0.9885159784539177,-0.027395116210032718,0.3757316585814271,0.7312719273957151,-0.2444872836783699,0.024883688339061162,0.21932952867059705,-0.6224970249091193,0,0,0,2
