ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G72880.2,ARA:PWY-6606,,1,27423385,27426215,-,2830,protein_coding,At1g72880 [Source:UniProtKB/TrEMBL;Acc:Q84MD7],0.22669375342247217,0.7035888376869545,-0.2901001978845624,0.45601562530347967,0.7862116495259197,0.17823728120549376,0.8896161351165948,0.9747532141271933,0.03319857476452246,0,0,0,1
AT1G72880.1,ARA:PWY-6606,,1,27423385,27426215,-,2830,protein_coding,At1g72880 [Source:UniProtKB/TrEMBL;Acc:Q84MD7],0.2169737536740143,0.6932738123383849,0.7875705602178606,0.05015883532659095,0.2816732423750612,1.2471874207194213,0.9696180556307262,0.9929793624367448,0.024394417066714386,0,0,0,9
AT1G75210.2,ARA:PWY-6606,,1,28223836,28229002,+,5166,protein_coding,"Cytosolic IMP-GMP specific 5-nucleotidase, putative [Source:UniProtKB/TrEMBL;Acc:Q8RWN4]",0.7647339203785642,0.9571339617671963,0.29869504255044416,0.2180942783658452,0.5850653702303458,-1.2867588879357126,0.5691966010171161,NA,0.5652763636954342,0,-0,0,3
AT1G75210.3,ARA:PWY-6606,,1,28223837,28229082,+,5245,protein_coding,"Cytosolic IMP-GMP specific 5-nucleotidase, putative [Source:UniProtKB/TrEMBL;Acc:Q8RWN4]",0.6460888487223623,0.9273604099470842,-0.4460982838475141,0.8061269181887925,0.9464667983381865,0.23746170217914553,0.18012373225891376,0.5769109656016346,-1.3123020137342747,0,0,-0,10
AT1G75210.1,ARA:PWY-6606,,1,28223837,28229082,+,5245,protein_coding,"Cytosolic IMP-GMP specific 5-nucleotidase, putative [Source:UniProtKB/TrEMBL;Acc:Q8RWN4]",0.23808192396176034,0.7159889500807728,0.18486654250594195,0.4221259900009708,0.7639272080514041,-0.12700744226686783,0.35132227838507457,0.7410868394546415,0.14588744610464946,0,0,0,3
AT2G23890.1,ARA:PWY-6606,,2,10170576,10173945,+,3369,protein_coding,"HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase [Source:TAIR;Acc:AT2G23890]",0.005839660484734011,0.10970806830173331,-0.43392832056575287,0.005938068832547903,0.07715184454159146,-0.4331668928095249,0.17828839826369275,0.5741150795436801,-0.21058894371554157,0,0,0,8
AT2G23890.2,ARA:PWY-6606,,2,10170576,10173945,+,3369,protein_coding,"HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase [Source:TAIR;Acc:AT2G23890]",0.8356289332756649,0.9708464311967683,-0.13121914359287673,0.7221430860195004,0.9212685905662129,0.22368715565370884,0.8253695371663512,0.9569867649805217,0.13878755413331367,0,0,0,1
AT2G38680.1,ARA:PWY-6606,,2,16174001,16176172,-,2171,protein_coding,5'-nucleotidases;magnesium ion binding [Source:TAIR;Acc:AT2G38680],0.3012451225195198,0.7706370970679437,0.20269428044529408,0.4531136340639703,0.7848443049934436,0.14764303900733408,0.46122538784160355,0.8115431119357827,-0.1468124778994843,0,0,0,9
AT4G02180.1,ARA:PWY-6606,,4,959964,963678,+,3714,protein_coding,DC1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9ZU00],0.9564464418693195,0.9937854069353943,0.01565913367394179,0.15828592469411024,0.5042346755050672,0.4021888574449229,0.7480324500938406,0.9341148880956524,-0.09215464927823548,0,0,0,5
AT4G14930.1,ARA:PWY-6606,,4,8538586,8541899,+,3313,protein_coding,At4g14930 [Source:UniProtKB/TrEMBL;Acc:Q8LAM2],0.018454297084619684,0.2188498372723463,0.7017907592874566,0.391378650663616,0.744272841478447,0.2576315079401049,0.5728186348761113,0.8697589854356248,0.16949163916086998,0,0,0,7
AT4G34890.1,ARA:PWY-6606,XDH1,4,16618573,16625191,-,6618,protein_coding,Xanthine dehydrogenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8GUQ8],0.04874045298254855,0.3720078551755225,0.18531913431648014,0.11934381550815511,0.43939234428124285,-0.1468219609301738,3.239737308102788e-14,3.247566673264036e-11,-0.718666057579,0,0,0,2
AT5G28050.1,ARA:PWY-6606,,5,10043907,10046031,-,2124,protein_coding,Cytidine/deoxycytidylate deaminase family protein [Source:TAIR;Acc:AT5G28050],0.014703848507052293,0.19291311500282987,0.8070399235405685,0.10283919350592026,0.40931643467961926,0.5399305709513151,0.9338344178174329,0.9851661236325965,0.027509267568601403,0,0,0,7
AT5G28050.2,ARA:PWY-6606,,5,10043914,10045882,-,1968,protein_coding,Cytidine/deoxycytidylate deaminase family protein [Source:TAIR;Acc:AT5G28050],0.43835967804556975,0.8558509055366595,-0.13684878041038737,0.5910276058163144,0.8644316876299123,0.09479794647235301,0.9055858013422866,0.9784686611287493,0.020923405477865146,0,0,0,1
