ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G01230.1,GO:0006979,,1,97412,99240,+,1828,protein_coding,ORMDL family protein [Source:UniProtKB/TrEMBL;Acc:Q9C5I0],0.3576856876915065,0.8109479257536198,0.08605545010986283,0.11725951160661811,0.4355883759207305,0.1462439659982991,0.4616827015075544,0.8116304298771461,-0.06909472631703605,0,0,0,9
AT1G02930.1,GO:0006979,GSTF6,1,661088,662475,-,1387,protein_coding,Glutathione S-transferase F6 [Source:UniProtKB/Swiss-Prot;Acc:P42760],1.7323292985013873e-6,2.7260829202428293e-4,1.3017208323078233,4.01300782742323e-9,1.0996429459145447e-6,1.6011892036725288,4.496062715381706e-5,0.002619038179337847,-1.115144309685532,1,1,-1,9
AT1G02930.2,GO:0006979,GSTF6,1,661309,662456,-,1147,protein_coding,Glutathione S-transferase F6 [Source:UniProtKB/Swiss-Prot;Acc:P42760],1.759458143750476e-5,0.001717218887268104,1.3261857726906126,1.1578638262541406e-5,7.39327681172537e-4,1.3545632075993244,0.0026969661754476766,0.053402149999111276,-0.9325554317381904,1,1,0,9
AT1G03190.1,GO:0006979,XPD,1,775527,780044,+,4517,protein_coding,UVH6 [Source:UniProtKB/TrEMBL;Acc:A0A178W4P7],0.11323043333502734,0.5439371751238983,-0.2420851137019161,0.009805283902424888,0.10746713343628896,-0.3981699111613133,0.0248986831836747,0.21932952867059705,-0.34318333490493763,0,0,0,8
AT1G03680.1,GO:0006979,ATHM1,1,916772,918064,-,1292,protein_coding,"Thioredoxin M1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O48737]",0.7077255102615232,0.9446630945566288,-0.0889128328164063,0.3431789538637774,0.704803359253558,-0.2263494618362866,0.4352484105448161,0.7969372379564497,0.1824602915678689,0,0,0,4
AT1G05260.1,GO:0006979,PER3,1,1529767,1531484,+,1717,protein_coding,Peroxidase [Source:UniProtKB/TrEMBL;Acc:Q0WSR2],0.018494460395180774,0.21914057958096814,0.6584248793674004,3.511815426829654e-4,0.010571626237853836,0.9989452719053705,0.10177780891207519,0.4544332358174298,0.45740220390710423,0,0,0,5
AT1G07400.1,GO:0006979,HSP17.8,1,2274926,2275783,+,857,protein_coding,17.8 kDa class I heat shock protein [Source:UniProtKB/Swiss-Prot;Acc:Q9LNW0],0.1588782589608725,0.6203193778846487,0.9271467926902145,0.8499202211229882,0.9597863766645485,-0.12826708776548112,0.6607669882290264,NA,-0.29841670659703123,0,0,0,7
AT1G07890.1,GO:0006979,APX1,1,2437281,2439665,+,2384,protein_coding,MEE6 [Source:UniProtKB/TrEMBL;Acc:A0A178W5I1],0.16889943254675469,0.636662899349636,0.9781111401913333,0.777400388542811,0.9372175641226946,0.20141521088386843,0.7527321274134374,0.9352149304812711,0.2243664503836239,0,0,0,7
AT1G07890.6,GO:0006979,APX1,1,2437330,2439665,+,2335,protein_coding,MEE6 [Source:UniProtKB/TrEMBL;Acc:A0A178W5I1],0.11371361501213008,0.5445129445765851,0.43121440418295903,0.489693154624944,0.8063030862459836,0.18913131556715052,0.4876919060704785,0.8263988694314448,-0.19111751370230157,0,0,0,7
AT1G07890.5,GO:0006979,APX1,1,2437478,2439665,+,2187,protein_coding,MEE6 [Source:UniProtKB/TrEMBL;Acc:A0A178W5I1],0.43643156783406856,0.8548974583192842,0.5382617146486004,0.9895209755609182,0.9974536627220703,-0.009145810965645623,0.47052662868987905,0.817705169346606,-0.5059299651199026,0,0,0,7
