ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G01510.1,GO:0008360,AN,1,187145,190472,+,3327,protein_coding,C-terminal binding protein AN [Source:UniProtKB/Swiss-Prot;Acc:O23702],0.5921471869910877,0.910141178910532,0.04098784951753882,0.6258834244409188,0.8796924718090965,-0.037452561991363695,3.091864501798275e-4,0.01118557536605457,0.27252989471071226,0,0,0,4
AT1G05570.1,GO:0008360,CALS1,1,1647575,1659611,-,12036,protein_coding,Callose synthase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9AUE0],0.9409610503779648,0.9926283275764386,0.10692062277220406,0.6455092334219856,0.8897310101231404,-0.6649110977318791,0.37492062279338495,0.7575535236043576,-1.2841785853232195,0,0,-0,2
AT1G05570.4,GO:0008360,CALS1,1,1647590,1658806,-,11216,protein_coding,Callose synthase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9AUE0],0.0025560382348555444,0.06336034247481297,-0.6498084268191469,0.40651422205107796,0.7530261381737237,-0.17869599662360888,0.2913587958984684,0.6966318735564851,0.22705602145690465,0,0,0,1
AT1G05570.2,GO:0008360,CALS1,1,1647706,1659437,-,11731,protein_coding,Callose synthase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9AUE0],0.04136453117883378,0.3420909013434641,1.2602453247391838,0.7531224958030924,0.9293714482808235,0.19483741817635117,0.06326115549217519,0.3577080965433821,1.1475604823518273,0,0,0,6
AT1G06490.2,GO:0008360,CALS7,1,1978378,1989409,+,11031,protein_coding,Callose synthase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHJ3],0.043449438558446074,0.35050794561120274,-0.7582837279148331,0.25483721845011575,0.6252950974424943,-0.42568175193122604,0.26609376777569876,0.6737905341698517,-0.41524978917548366,0,0,0,8
AT1G06490.1,GO:0008360,CALS7,1,1978720,1989409,+,10689,protein_coding,Callose synthase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHJ3],0.5658320661988675,0.9034238036308423,0.54696758645634,0.30708483099769956,0.674487656416387,-0.9823093692031956,0.09509716209436805,0.43998560497290484,1.585583607457592,0,0,0,4
AT1G44120.3,GO:0008360,,1,16780059,16787623,+,7564,protein_coding,Armadillo/beta-catenin-like repeat ; C2 calcium/lipid-binding domain (CaLB) protein [Source:TAIR;Acc:AT1G44120],0.9482202821697938,0.9933269717125698,-0.027815682856855747,0.03338216282954573,0.22328422522613792,0.9030295366295485,0.4370010228341771,0.797010886767086,0.3312602667236478,0,0,0,5
AT2G13680.1,GO:0008360,CALS5,2,5694381,5706442,+,12061,protein_coding,Callose synthase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q3B724],0.14564062876839606,NA,-1.7610688263578005,0.7597463693360056,NA,-0.34115388881137493,0.4273872463704592,NA,-0.9034914909469174,-0,0,0,10
AT2G31960.1,GO:0008360,CALS2,2,13588522,13600430,+,11908,protein_coding,Callose synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SL03],0.8646268959691468,0.9787528638939329,0.3197368485110068,0.4848035498631114,0.8031609973444597,-1.310730397293163,0.6877194288478158,0.9139959131157193,-0.75398347523927145,0,-0,0,2
AT2G31960.4,GO:0008360,CALS2,2,13588573,13600338,+,11765,protein_coding,Callose synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SL03],0.464280377783675,0.8667660398626046,0.5394040446141428,0.8383289711636738,0.9553183299203848,0.15044742443710835,0.14719706475096941,0.5309245852741862,-1.0709534813245514,0,0,-0,7
