ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G07380.2,ARA:PWY-6483,,1,2264634,2269121,-,4487,protein_coding,Neutral/alkaline non-lysosomal ceramidase [Source:TAIR;Acc:AT1G07380],0.1596035539723361,0.6210105779023624,-0.5084366580238308,0.7039446121769083,0.9129361913172397,-0.1366417938305941,0.6631973492379204,0.9051056176517976,-0.15645982565798983,0,0,0,8
AT1G07380.1,ARA:PWY-6483,,1,2264673,2268306,-,3633,protein_coding,Neutral/alkaline non-lysosomal ceramidase [Source:TAIR;Acc:AT1G07380],0.0629271534843296,0.41908047937459736,0.27025232608201105,0.6076949887239285,0.8720004636957748,-0.07513038485262158,0.055784947810459874,0.3387797404537582,-0.2806702114388251,0,0,0,7
AT1G27980.1,ARA:PWY-6483,DPL1,1,9748506,9752769,+,4263,protein_coding,Sphingosine-1-phosphate lyase [Source:UniProtKB/Swiss-Prot;Acc:Q9C509],0.0465970315749872,0.3626457740388472,0.2723543024839854,0.5309975884954574,0.8310012458995107,-0.08619857769333217,4.642942662273072e-4,0.014933143658952616,-0.4843101626622218,0,0,0,7
AT2G38010.3,ARA:PWY-6483,,2,15906645,15909867,+,3222,protein_coding,,0.9308879730781289,0.990882914792884,0.0270401222357114,0.021278735749145426,0.17133536514520348,-0.725121964411167,0.3510327456712107,0.7410868394546415,-0.29151409084188856,0,0,0,3
AT2G38010.1,ARA:PWY-6483,,2,15906862,15909931,+,3069,protein_coding,,0.2551536321525288,0.7340908371224819,0.35520523671185833,0.720018764802199,0.9202027401070986,-0.11275007960678493,0.7530479298010849,0.9352149304812711,0.09846494797755183,0,0,0,3
AT4G21534.1,ARA:PWY-6483,SPHK2,4,11456126,11459223,+,3097,protein_coding,Sphingosine kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:F2Y4A3],0.042505745191663356,0.3471292096418147,0.7196109463165062,0.39623100347951334,0.7464247957628787,0.30262203683859945,0.7620916541495361,0.9378022208533601,-0.10856391544649979,0,0,0,7
AT4G21534.2,ARA:PWY-6483,SPHK2,4,11456212,11458984,+,2772,protein_coding,Sphingosine kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:F2Y4A3],0.2692987467467902,0.7456927362886036,-0.28484936279978307,0.3383377136289168,0.7001069848212336,-0.24683409592745972,0.16203132854691707,0.5522554253153422,-0.36054901608350914,0,0,0,8
AT4G21540.3,ARA:PWY-6483,SPHK1,4,11459228,11462651,+,3423,protein_coding,SPHK1 [Source:UniProtKB/TrEMBL;Acc:A0A178V174],0.807128053485876,0.9662426756893417,-0.24782718182171204,0.573759153565534,0.854663543571003,-0.5722111310425936,0.9378387319827479,0.9852630661153253,-0.07906914679752984,0,0,0,3
AT4G21540.1,ARA:PWY-6483,SPHK1,4,11459228,11462651,+,3423,protein_coding,SPHK1 [Source:UniProtKB/TrEMBL;Acc:A0A178V174],0.14481935332766735,0.6011324963967131,0.28539639976017944,0.8537778340830597,0.9608909814462352,-0.03627616461736507,0.455243180289274,0.8080697758379778,-0.14703375849214273,0,0,0,7
AT4G21540.2,ARA:PWY-6483,SPHK1,4,11459553,11462606,+,3053,protein_coding,SPHK1 [Source:UniProtKB/TrEMBL;Acc:A0A178V174],0.5337986407561177,0.8914843502979181,-0.13945336798132832,0.5107128425970444,0.8193030901853695,0.1467010268306069,0.6112107189011478,0.8852279259750058,0.11328284793339209,0,0,0,1
AT5G58980.1,ARA:PWY-6483,NCER3,5,23811449,23814683,-,3234,protein_coding,Neutral ceramidase 3 [Source:UniProtKB/Swiss-Prot;Acc:F4KHQ8],0.4822279012226818,0.8737748716701299,0.1652417948816405,0.4132430500268354,0.757946328195356,-0.19421318300046408,0.7532558699440071,0.9352149304812711,0.07393870653538372,0,0,0,3
