ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G06040.1,GO:0090351,BBX24,1,1828340,1829983,-,1643,protein_coding,B-box zinc finger protein 24 [Source:UniProtKB/Swiss-Prot;Acc:Q96288],0.777566126130284,0.9604352178278553,0.08809843341390125,0.4506580700093356,0.7835579999994152,0.23515240343214966,0.9743351858364498,0.9941740853295982,0.010033114315757628,0,0,0,5
AT1G06040.2,GO:0090351,BBX24,1,1828413,1829890,-,1477,protein_coding,B-box zinc finger protein 24 [Source:UniProtKB/Swiss-Prot;Acc:Q96288],0.023431102571310775,0.2503829120341159,1.2334969071122317,0.04370233492229045,0.2603390234987888,1.0996693737914849,0.22106113206132194,0.6253131940189633,0.6703996299628485,0,0,0,9
AT1G17730.1,GO:0090351,CHMP1A,1,6099039,6100397,+,1358,protein_coding,ESCRT-related protein CHMP1A [Source:UniProtKB/Swiss-Prot;Acc:Q8LE58],0.8376404291174899,0.9713577338029399,0.022100086214047913,0.6168977419346711,0.8758137019485452,0.0539142287017522,0.9231347495251907,0.9825418024329171,0.010382654195908328,0,0,0,1
AT1G30010.1,GO:0090351,NMAT1,1,10513151,10516385,+,3234,protein_coding,"Nuclear intron maturase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9C8R8]",0.549171783955198,0.8973379852096153,-0.141147963242376,0.33975453210088014,0.7013193067600291,-0.2259361879580891,0.046828552792571795,0.30993158819358796,0.4569928449173813,0,0,0,4
AT1G34120.1,GO:0090351,IP5P1,1,12426700,12429714,+,3014,protein_coding,Type I inositol polyphosphate 5-phosphatase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q84MA2],0.5402566044315273,0.8935978022148108,0.4573264193912276,0.6225551802482411,0.8784593121323403,0.367809370521141,0.8799184986157895,0.9720585648617837,0.11301626751922253,0,0,0,9
AT1G34120.5,GO:0090351,IP5P1,1,12427475,12429710,+,2235,protein_coding,Type I inositol polyphosphate 5-phosphatase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q84MA2],0.754550041987213,0.9539224720473695,-0.08029266038650781,0.891700590547815,0.9713780149575055,0.034902777560029914,0.9445978468676441,0.986847967688978,0.017793147545834605,0,0,0,1
AT1G73030.1,GO:0090351,CHMP1B,1,27473763,27475122,+,1359,protein_coding,VPS46.2 [Source:UniProtKB/TrEMBL;Acc:A0A178W5G8],0.44542645808707515,0.859878740005311,-0.09609379391360164,0.920323793148254,0.9806278641994398,0.012582156202367387,0.4002094801350944,0.772211721483533,-0.10585499169939747,0,0,0,10
AT1G74350.1,GO:0090351,,1,27949022,27951413,-,2391,protein_coding,,0.6280907223177223,0.9235876599509517,0.14780172379629325,0.06961665806232936,0.3345432609995599,0.5406406552090607,0.49415133517078463,0.829905914496632,0.20668101048730825,0,0,0,5
AT1G78020.1,GO:0090351,FLZ6,1,29338530,29339760,+,1230,protein_coding,FCS-Like Zinc finger 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGZ8],0.0023786968382626433,0.0604625019388157,-0.8142878202670334,0.6188465037759444,0.8767656861711218,-0.131016678596277,0.02663349787912696,0.22713530378448651,0.5763511441898815,0,0,0,1
AT2G05710.1,GO:0090351,ACO3,2,2141329,2146678,+,5349,protein_coding,"Aconitate hydratase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SIB9]",0.20471830456176146,0.6792661015256456,-0.15823162117747872,0.0031630179402941548,0.05076640828301373,-0.3683376755535853,0.16551632930720078,0.5565327533854139,-0.17300877927060754,0,0,0,8
AT2G36990.1,GO:0090351,SIGF,2,15537225,15540139,-,2914,protein_coding,"RNA polymerase sigma factor sigF, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LD95]",4.971220542211958e-4,0.020690766509346085,-1.0493326705481885,0.08404842567505262,0.3708258318871937,-0.5041914323431481,0.04427109868053482,0.29917811574615355,0.5626671507276854,-1,0,0,4
AT2G44340.1,GO:0090351,VQ18,2,18314188,18315322,+,1134,protein_coding,VQ motif-containing protein 18 [Source:UniProtKB/Swiss-Prot;Acc:O64868],0.08538635272907247,0.48220909804315504,-0.7379102610647204,0.004207490878330801,0.061817647016211105,1.2131523413073355,0.17434082667279455,0.5699540165911253,0.576894756483386,0,0,0,5
AT3G03140.1,GO:0090351,,3,723878,727531,+,3653,protein_coding,T17B22.17 protein [Source:UniProtKB/TrEMBL;Acc:Q9M9N3],0.26340617716746634,0.7407588956671178,-0.11520510848982791,0.022396072905834057,0.1768658142933699,-0.23708137525198875,0.3297152586846549,0.7253953918914593,-0.09986880378270842,0,0,0,8
AT3G05290.1,GO:0090351,PNC1,3,1505831,1507835,-,2004,protein_coding,Peroxisomal adenine nucleotide carrier 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9MA90],0.36535133508624446,0.8150570442100027,0.18983312027199276,0.6705682558557287,0.9002305160763932,0.08940957766109006,0.8756058815083099,0.9706346534814149,0.032881098118222804,0,0,0,7
AT3G10160.1,GO:0090351,FPGS2,3,3139383,3144615,-,5232,protein_coding,Folylpolyglutamate synthase [Source:UniProtKB/Swiss-Prot;Acc:F4J2K2],0.044426460420151824,0.3541344615140198,-0.3180357641543691,0.7221360759990161,0.9212685905662129,-0.05564161100198484,0.013342848059208904,0.1512021849309693,0.3801372416124147,0,0,0,4
