ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G01090.1,path:ath01100,PDH-E1 ALPHA,1,47234,49304,-,2070,protein_coding,Pyruvate dehydrogenase E1 component subunit alpha [Source:UniProtKB/TrEMBL;Acc:A0A178W8A7],0.8606761218526424,0.9779783981841293,0.022008969624969038,0.006219062806334292,0.0794963606085965,-0.34376593898230995,0.32253082706198116,0.720368504733356,-0.12409215532515915,0,0,0,3
AT1G01120.1,path:ath01100,KCS1,1,57164,59215,-,2051,protein_coding,3-ketoacyl-CoA synthase [Source:UniProtKB/TrEMBL;Acc:A0A178W124],0.20604291775667713,0.6809991940156086,-0.1758521722875138,1.4393498231887245e-4,0.005480538519399333,-0.5302144671981927,3.352113226389376e-8,7.110771821371206e-6,-0.7713545873198734,0,0,0,2
AT1G01220.5,path:ath01100,FKGP,1,91376,95676,+,4300,protein_coding,Bifunctional fucokinase/fucose pyrophosphorylase [Source:UniProtKB/Swiss-Prot;Acc:Q9LNJ9],0.6506267372750294,0.9280799275760476,-0.4602016966625814,0.4429485936100555,0.7785976214776802,0.775382490924495,0.7191756714605186,0.9242910051524107,0.36375685796946183,0,0,0,5
AT1G01220.7,path:ath01100,FKGP,1,91642,95674,+,4032,protein_coding,Bifunctional fucokinase/fucose pyrophosphorylase [Source:UniProtKB/Swiss-Prot;Acc:Q9LNJ9],0.7334042833571586,0.9502176053942513,0.06183733032255304,0.6698921353054255,0.899963897916757,-0.07760016158735196,0.3106860306130624,0.7109077919430336,-0.18460262651318335,0,0,0,2
AT1G01220.8,path:ath01100,FKGP,1,91692,95681,+,3989,protein_coding,Bifunctional fucokinase/fucose pyrophosphorylase [Source:UniProtKB/Swiss-Prot;Acc:Q9LNJ9],0.6891458061907734,0.938574569806474,0.41996523572437605,0.7179979800916005,0.9193246821063303,0.37925665158245514,0.9907752888970645,0.9987041479987254,-0.012164822377899077,0,0,0,9
AT1G01290.1,path:ath01100,CNX3,1,114202,116407,+,2205,protein_coding,"Cyclic pyranopterin monophosphate synthase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39056]",0.38452649348552903,0.8293917930965495,-0.34488183312277965,0.4437395394263439,0.7789940206457894,-0.3034525881234449,0.5933817050937956,0.8785351762065577,-0.21037288762080678,0,0,0,8
AT1G01290.2,path:ath01100,CNX3,1,114202,116407,+,2205,protein_coding,"Cyclic pyranopterin monophosphate synthase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39056]",0.7924153856557237,0.963877177717822,-0.07911079653025557,0.25902354109854453,0.629679450046937,-0.34220465743686074,0.28767271983088155,0.693621668949736,-0.32118465064832635,0,0,0,2
AT1G01480.1,path:ath01100,ACS2,1,175706,178406,+,2700,protein_coding,1-aminocyclopropane-1-carboxylate synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q06402],0.4955991668475526,0.8784752201520873,-0.2510470502436378,0.31378664655781346,0.6789714832902153,-0.3722034914374077,0.043339639610627236,0.29612753472095144,-0.752131196042095,0,0,0,2
AT1G01480.2,path:ath01100,ACS2,1,176141,178400,+,2259,protein_coding,1-aminocyclopropane-1-carboxylate synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q06402],1.3883290864223627e-4,0.00809149205806851,1.5440734095585436,0.0012255498062491979,0.025839395993404655,1.3135971897487775,0.054149069613897226,0.3341979818836421,0.7871974632539575,1,1,0,9
AT1G01600.1,path:ath01100,CYP86A4,1,218834,221286,+,2452,protein_coding,Cytochrome P450 86A4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMM1],0.7889699999924877,0.9630058379178377,-0.09567440911469888,0.0031799810884990663,0.05088348310775708,-1.0592023928078511,2.0883612337433674e-4,0.008429831302247975,-1.333154003795221,0,-0,-1,2
