ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G01690.2,GO:0009556,ATPRD3,1,249041,252522,+,3481,protein_coding,Putative recombination initiation defects 3 [Source:UniProtKB/TrEMBL;Acc:F4HU48],0.7230022358793853,0.947434386891802,-0.3355712949094469,0.4679658519433036,0.7933251707873293,-0.6894972762406849,0.7435060724097662,0.9320641786746992,0.30832736397308197,0,0,0,4
AT1G01690.3,GO:0009556,ATPRD3,1,249141,252462,+,3321,protein_coding,Putative recombination initiation defects 3 [Source:UniProtKB/TrEMBL;Acc:F4HU48],0.5767334170534676,0.9062875630636722,0.23500997053619466,0.07829528818476345,0.35726057226102115,0.7323006423180475,0.026516792386084335,0.22670255551685037,0.9177907762909158,0,0,0,1
AT1G06660.1,GO:0009556,JASON,1,2037311,2040419,-,3108,protein_coding,Protein JASON [Source:UniProtKB/Swiss-Prot;Acc:F4IDQ5],0.5694404614457178,0.9042207986421826,-0.1771970783024077,0.20867638854516568,0.5730553352611241,-0.3953165125349649,0.07172842432085093,0.3818214608530939,0.5474873208424003,0,0,0,4
AT1G15940.1,GO:0009556,,1,5473359,5478405,+,5046,protein_coding,T24D18.4 [Source:UniProtKB/TrEMBL;Acc:Q9S9P0],0.7811448163702285,0.9612817202830626,0.03340980058724603,0.4029196848031102,0.7503717268052971,-0.10089162277582868,0.35291235845739666,0.741860117412115,0.11137666673996884,0,0,0,4
AT1G31810.1,GO:0009556,FH14,1,11399607,11406809,-,7202,protein_coding,Formin-like protein 14 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6S1],0.6825801212775963,0.9375438556150877,-0.06288783748238151,0.08802968938965754,0.3797946519389359,0.2605808604316348,0.2098636368095734,0.6117282150708543,0.19146981357856013,0,0,0,1
AT1G31810.2,GO:0009556,FH14,1,11399922,11406017,-,6095,protein_coding,Formin-like protein 14 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6S1],0.7925921106834266,0.9638908997899712,-0.04592063686605543,0.020644196950467417,0.16862877618427988,-0.4072578922944108,0.8117460660815388,0.9533520453858529,-0.04153452658968225,0,0,0,3
AT1G32310.1,GO:0009556,SAMBA,1,11653500,11654833,+,1333,protein_coding,Protein SAMBA [Source:UniProtKB/Swiss-Prot;Acc:Q9C613],0.8784189544221694,0.9824498541769295,0.041360063758059146,0.41566197354362916,0.7597018883314889,-0.22269250863496637,0.38661334349529536,0.7654002483385299,-0.23603251065267775,0,0,0,2
AT1G34210.1,GO:0009556,SERK2,1,12458564,12462905,+,4341,protein_coding,Somatic embryogenesis receptor kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIC7],0.35035365571842486,0.8069840992468313,-0.25991304776532875,0.11131068339777389,0.4259436001564353,-0.4458146743690778,0.4189765371610094,0.7844018124265665,-0.22422018901039567,0,0,0,8
AT1G34210.2,GO:0009556,SERK2,1,12458590,12462752,+,4162,protein_coding,Somatic embryogenesis receptor kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIC7],0.32178296362652187,0.7859663929318542,1.6092654452855422,0.5458935568025542,0.8393128441982932,0.9830167553155384,0.2165800337611117,0.619774966363765,2.00480819732025,0,0,0,6
AT1G66170.1,GO:0009556,MMD1,1,24638685,24641494,-,2809,protein_coding,PHD finger protein MALE MEIOCYTE DEATH 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7X6Y7],0.500860679578947,NA,-0.583191969780913,0.18250531929732094,NA,-1.217274886330274,0.4968815687872144,NA,-0.5855182703030556,0,-0,0,8
AT1G71830.1,GO:0009556,SERK1,1,27018158,27022117,+,3959,protein_coding,SERK1 [Source:UniProtKB/TrEMBL;Acc:A0A178W829],0.5287326995297816,0.8896699137220958,-0.09055997946591851,0.10147521211431237,0.40726435533845107,-0.2368434107992481,0.3685454340243636,0.7538870888324242,0.12800824113952544,0,0,0,4
AT1G77390.1,GO:0009556,CYCA1-2,1,29081654,29084285,-,2631,protein_coding,TAM [Source:UniProtKB/TrEMBL;Acc:A0A178WDV8],0.7690197213659654,0.95767622883484,0.18536741374283378,0.6550829416056843,0.8941325024749431,0.28092517774252496,0.6583431909530857,NA,0.27708348994778703,0,0,0,6
AT2G13680.1,GO:0009556,CALS5,2,5694381,5706442,+,12061,protein_coding,Callose synthase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q3B724],0.14564062876839606,NA,-1.7610688263578005,0.7597463693360056,NA,-0.34115388881137493,0.4273872463704592,NA,-0.9034914909469174,-0,0,0,10
AT2G36850.1,GO:0009556,CALS10,2,15454671,15469964,-,15293,protein_coding,Callose synthase 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJM0],0.8555943911409337,0.9767312422157841,-0.01647682272453925,0.04572812744505745,0.26624724322677806,-0.1812445087319325,0.8869236414925897,0.9741513979112163,-0.012863786570885964,0,0,0,3
AT3G07160.2,GO:0009556,ATGSL10,3,2264862,2279916,-,15054,protein_coding,Glucan synthase-like 10 [Source:UniProtKB/TrEMBL;Acc:A0A178V7F9],0.2787933377335926,0.7537187707031814,1.8330305761741654,0.3583252290122033,0.7173208652600822,1.5548801025894972,0.6249391266712878,0.8919016141340596,0.8278713034622218,0,0,0,9
AT3G07160.3,GO:0009556,ATGSL10,3,2264907,2279441,-,14534,protein_coding,Glucan synthase-like 10 [Source:UniProtKB/TrEMBL;Acc:A0A178V7F9],0.21117857376421026,0.6872688543870447,0.09902896096056317,0.16412790023677767,0.5128372711452075,0.11019587287759582,0.46105367124447927,0.8115223928836806,-0.05843324648262032,0,0,0,9
AT3G07160.1,GO:0009556,ATGSL10,3,2264945,2279383,-,14438,protein_coding,Glucan synthase-like 10 [Source:UniProtKB/TrEMBL;Acc:A0A178V7F9],0.810431652083852,0.9664689020754437,-0.28165586659504005,0.02079730333681459,0.16918930614189187,2.6881161731054677,0.03831470658255681,0.2766432205771764,2.409321174150678,0,0,0,5
AT3G08510.1,GO:0009556,PLC2,3,2582362,2585898,-,3536,protein_coding,Phosphoinositide phospholipase C [Source:UniProtKB/TrEMBL;Acc:C0Z2P3],0.08222542370949347,0.47329859774270405,-0.15882182547546717,0.4909973737751478,0.8070608081747135,-0.06286018095516414,0.6501291639175021,0.9010895534638393,-0.04133459147761194,0,0,0,4
AT3G09880.1,GO:0009556,B'BETA,3,3029471,3032399,+,2928,protein_coding,Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' beta isoform [Source:UniProtKB/Swiss-Prot;Acc:O04376],0.5661564155221099,0.9034633619720422,-0.07668160558009798,0.45392310257960405,0.7852413863465096,-0.10021098123587201,0.5689843781487253,0.8680627858677934,-0.07592357729149311,0,0,0,8
AT3G11980.1,GO:0009556,FAR2,3,3814231,3817117,+,2886,protein_coding,Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:A0A178VDD9],0.2887331160365523,NA,-1.0509482589904129,0.295163207527305,NA,-1.0365733110014248,0.29329651074306035,NA,-1.031703969321941,-0,-0,-0,8
AT3G44540.1,GO:0009556,FAR4,3,16123426,16128030,+,4604,protein_coding,Probable fatty acyl-CoA reductase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXN3],0.5958507165008824,0.9113451141152242,0.13981609867382153,0.1057031239160381,0.4151221880366598,-0.42734143849086653,1.9846512062913176e-4,0.008106407253133534,-0.9851766326131645,0,0,0,2
AT3G44540.2,GO:0009556,FAR4,3,16124021,16127918,+,3897,protein_coding,Probable fatty acyl-CoA reductase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXN3],0.1746771161450246,0.6453400724710942,0.44323425691078894,0.8945293771131138,0.9722076748625585,0.043381372395980874,0.0043455750644005205,0.07478243555032027,-0.9398075551950238,0,0,0,7
AT3G44550.1,GO:0009556,FAR5,3,16137576,16142270,+,4694,protein_coding,Probable fatty acyl-CoA reductase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q0WRB0],0.5743588685508016,0.905417652483342,0.26654288045120555,0.6408965900942388,0.8876646510879803,-0.2230202826916997,0.006818712440922673,0.09999726839504944,-1.3264153781859134,0,0,-0,2
AT3G44550.2,GO:0009556,FAR5,3,16138375,16141546,+,3171,protein_coding,Probable fatty acyl-CoA reductase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q0WRB0],0.44528239934349473,0.859878740005311,0.1908829697075695,0.10885163259342584,0.4217132008275631,-0.40138461781564294,9.144289722662633e-4,0.024690608546331944,-0.8306973015084705,0,0,0,2
AT3G56700.1,GO:0009556,FAR6,3,20999409,21002155,-,2746,protein_coding,"Fatty acyl-CoA reductase 6, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:B9TSP7]",0.5190081240786404,NA,-0.865142434274029,0.33542092301936705,NA,-1.334187865744308,0.4233957659223544,NA,-1.0828808446528246,0,-0,-0,8
AT4G15890.1,GO:0009556,,4,9017256,9022988,+,5732,protein_coding,Binding protein [Source:UniProtKB/TrEMBL;Acc:O24610],0.9387259461591382,0.9919486195295998,-0.017995037551797353,0.9687274035036937,0.9930431033162803,0.009173111200892885,0.2651038740753662,0.673339769098994,0.2584558921558243,0,0,0,4
AT4G20050.7,GO:0009556,QRT3,4,10849782,10853533,-,3751,protein_coding,Pectin lyase-like superfamily protein [Source:TAIR;Acc:AT4G20050],0.8161346241095465,0.9670762631496139,-0.24635765585167296,0.8810294319246916,0.9681244075962442,0.15834902648092342,0.3506006817627023,0.7408750243645689,-0.9923979033088286,0,0,0,10
