ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G55580.1,GO:0010223,SCL18,1,20763844,20765823,+,1979,protein_coding,SCL18 [Source:UniProtKB/TrEMBL;Acc:A0A178WEV4],0.058176118397658065,0.4040581966071446,0.43245686681926965,0.01207041271463462,0.12184635170664959,0.5698447954744054,0.024414049432313692,0.2170558762906884,0.5102680300492257,0,0,0,6
AT1G77300.1,GO:0010223,EFS,1,29039922,29049454,-,9532,protein_coding,histone methyltransferases(H3-K4 specific);histone methyltransferases(H3-K36 specific) [Source:TAIR;Acc:AT1G77300],0.32355178924413325,0.7869707451867592,-0.11544583751682436,0.2075995384617997,0.5716407884708202,-0.14743543642174628,0.0848561171681796,0.41510135559822386,-0.20153264220164074,0,0,0,8
AT2G26170.1,GO:0010223,CYP711A1,2,11140809,11143360,+,2551,protein_coding,Cytochrome P450 711A1 [Source:UniProtKB/Swiss-Prot;Acc:B9DFU2],0.01367884426577769,0.18561976004099062,0.48778421167820374,0.6844924388808524,0.9060327037891537,0.08085289518755712,0.9209220896698322,0.9816379881023348,-0.019756547430878,0,0,0,7
AT2G27990.1,GO:0010223,BLH8,2,11921350,11924748,-,3398,protein_coding,BEL1-like homeodomain protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJJ3],0.8215050428394812,NA,0.31400643409254886,0.7911203915367313,NA,-0.39325918274811017,0.6981012137902985,NA,0.5289649665445858,0,0,0,3
AT2G34925.1,GO:0010223,CLE42,2,14733975,14734714,+,739,protein_coding,CLAVATA3/ESR (CLE)-related protein 42 [Source:UniProtKB/Swiss-Prot;Acc:Q6IWB2],0.5651688059955564,0.903025693043268,0.5348239031361565,0.8240436728758938,NA,0.2088716480206985,0.996202040964933,NA,0.004489435135166948,0,0,0,7
AT3G01460.1,GO:0010223,MBD9,3,173190,182454,+,9264,protein_coding,MBD9 [Source:UniProtKB/TrEMBL;Acc:A0A178VJY9],0.47428216182957866,0.8703814875828739,-0.08264623975976007,0.5379756407706358,0.8351103501167957,-0.07113545513597147,0.6752063597462241,0.9096267556711088,0.04821253280963057,0,0,0,4
AT3G03990.1,GO:0010223,D14,3,1033579,1035237,+,1658,protein_coding,Strigolactone esterase D14 [Source:UniProtKB/Swiss-Prot;Acc:Q9SQR3],0.2383202952926444,0.7159889500807728,0.27155707396040174,0.9015486866006047,0.9743342439671361,0.028528858014731925,0.8645573225389432,0.9680044060890004,0.03931494603110273,0,0,0,7
AT3G14067.1,GO:0010223,SBT1.4,3,4658039,4660945,-,2906,protein_coding,Subtilisin-like protease SBT1.4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVJ1],0.8672675505628551,0.9792023603859943,0.027536082265579742,0.678314858858056,0.9032586373479087,0.06833245862475473,0.6068004420807352,0.8836806922262912,0.0847741572459676,0,0,0,1
AT3G15170.1,GO:0010223,NAC054,3,5109782,5111608,+,1826,protein_coding,CUC1 [Source:UniProtKB/TrEMBL;Acc:A0A178V703],0.6109553545616782,0.9165802815396694,-0.4364277400542624,0.2224261698932806,NA,-1.0844902527276006,0.7134695239345883,NA,-0.3123775495454488,0,-0,0,8
AT3G24770.1,GO:0010223,CLE41,3,9046293,9047463,+,1170,protein_coding,CLAVATA3/ESR (CLE)-related protein 41 [Source:UniProtKB/Swiss-Prot;Acc:Q84W98],0.09073941882732707,0.49551524779786915,0.43599285084026035,0.367008984590764,0.724318003360173,-0.23888328167771242,0.3279887061006154,0.7242029607739568,0.25298282809309625,0,0,0,3
AT3G30260.1,GO:0010223,AGL79,3,11908870,11913166,+,4296,protein_coding,AGAMOUS-like 79 [Source:UniProtKB/TrEMBL;Acc:Q7X9H6],0.002292530383728652,0.05947843229287256,-1.6185780024041583,0.026491787730589772,0.19586145153292472,-1.1570255696803782,0.16964301400693296,0.5622832949200267,-0.7049852794642433,-0,-0,0,8
AT4G32810.1,GO:0010223,CCD8,4,15828228,15831492,+,3264,protein_coding,carotenoid cleavage dioxygenase 8 [Source:TAIR;Acc:AT4G32810],0.010083821190217128,0.15519665679075384,1.279976059329934,0.7438147555606898,0.9262907947023474,-0.16447647975907553,0.12699895574726885,0.4986210571793818,-0.7740311990817895,0,0,0,7
AT5G02030.1,GO:0010223,BLH9,5,395567,399125,+,3558,protein_coding,BEL1-like homeodomain protein 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZM8],0.16043296471631882,0.6227101752845412,0.8737820300536838,0.5808564841520176,NA,-0.3738228865167836,0.7761118292618787,NA,0.18305304946832268,0,0,0,7
AT5G53950.1,GO:0010223,NAC098,5,21901704,21903854,-,2150,protein_coding,Protein CUP-SHAPED COTYLEDON 2 [Source:UniProtKB/Swiss-Prot;Acc:O04017],0.058945558157253684,NA,1.7567047749503695,0.09299424829966027,NA,1.574052517899322,0.45024873687310046,NA,-0.8588055777067605,0,0,0,9
AT5G61480.1,GO:0010223,TDR,5,24724337,24728244,-,3907,protein_coding,Leucine-rich repeat receptor-like protein kinase TDR [Source:UniProtKB/Swiss-Prot;Acc:Q9FII5],0.7906869482649821,0.9635407248692671,0.058577256605858816,0.06175786302570844,0.31314535043960046,-0.41403995943539623,0.17465861058240073,0.5703270362878584,0.29893158092005373,0,0,0,4
