ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G21640.1,path:ath00760,NADK2,1,7588589,7592890,+,4301,protein_coding,NAD kinase 2 [Source:UniProtKB/TrEMBL;Acc:F4HY34],0.03909012999136251,0.3318878409069995,0.1321180782787571,0.5821431781381892,0.8590192708403181,-0.035562975258590285,0.5336002755932987,0.8507684142002739,-0.04004797351924638,0,0,0,3
AT1G55090.1,path:ath00760,,1,20554352,20558529,+,4177,protein_coding,Glutamine-dependent NAD(+) synthetase [Source:UniProtKB/Swiss-Prot;Acc:Q9C723],0.6383205154083846,0.9261336031885353,0.058574825767452016,0.045711571101335384,0.26624724322677806,-0.25017110346847493,0.1319007989642227,0.5069930374630564,-0.1881974568140143,0,0,0,3
AT1G72880.2,path:ath00760,,1,27423385,27426215,-,2830,protein_coding,At1g72880 [Source:UniProtKB/TrEMBL;Acc:Q84MD7],0.22669375342247217,0.7035888376869545,-0.2901001978845624,0.45601562530347967,0.7862116495259197,0.17823728120549376,0.8896161351165948,0.9747532141271933,0.03319857476452246,0,0,0,1
AT1G72880.1,path:ath00760,,1,27423385,27426215,-,2830,protein_coding,At1g72880 [Source:UniProtKB/TrEMBL;Acc:Q84MD7],0.2169737536740143,0.6932738123383849,0.7875705602178606,0.05015883532659095,0.2816732423750612,1.2471874207194213,0.9696180556307262,0.9929793624367448,0.024394417066714386,0,0,0,9
AT1G78590.1,path:ath00760,NADK3,1,29564241,29566812,+,2571,protein_coding,NAD(H) kinase 3 [Source:TAIR;Acc:AT1G78590],0.3485692286091992,0.8050917943168526,-0.3508627712771285,0.08684944016438907,0.37726430274621325,-0.6443409732224624,0.21209553410606966,0.614805793362752,-0.4673556554111601,0,0,0,8
AT1G78590.2,path:ath00760,NADK3,1,29564249,29566770,+,2521,protein_coding,NAD(H) kinase 3 [Source:TAIR;Acc:AT1G78590],0.5701091643558406,0.9045727768648153,0.29547035760401474,0.7050190419080575,0.9132846623360282,0.1974625495688685,0.8917672185798735,0.975454021305565,0.07104034846424248,0,0,0,7
AT2G01350.2,path:ath00760,QPT,2,165141,167247,-,2106,protein_coding,QPT [Source:UniProtKB/TrEMBL;Acc:A0A178VX18],0.5619757320264587,0.9019295899370587,0.42260779059845055,0.2976400864094396,0.6654878817980999,0.7571718595773814,0.5959267695505092,0.8794889103551176,-0.389486050822556,0,0,0,9
AT2G01350.1,path:ath00760,QPT,2,165141,167259,-,2118,protein_coding,QPT [Source:UniProtKB/TrEMBL;Acc:A0A178VX18],2.684528093701439e-4,0.013169232299942385,0.30972063960152324,0.6418143888875063,0.8878535647804252,0.0397868055796329,0.0066637373070345595,0.09859544411601318,-0.2331776492355432,0,0,0,7
AT2G23420.1,path:ath00760,NAPRT2,2,9971603,9975207,+,3604,protein_coding,Nicotinate phosphoribosyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q84WV8],0.8072201939883005,0.9662426756893417,0.043310143609175504,0.03672386930085124,0.2367980461850523,-0.3741274775492972,3.6120553382063805e-5,0.0022043200194892813,-0.7454579375950887,0,0,0,2
AT2G36310.1,path:ath00760,URH1,2,15224497,15227276,-,2779,protein_coding,Uridine nucleosidase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJM7],0.8482363042607657,0.9748667926838857,0.037708796410892656,0.20711972651527522,0.5714072750598962,0.24840192844651804,0.7612130531572395,0.9375026658267344,0.05985819066080118,0,0,0,5
AT2G38680.1,path:ath00760,,2,16174001,16176172,-,2171,protein_coding,5'-nucleotidases;magnesium ion binding [Source:TAIR;Acc:AT2G38680],0.3012451225195198,0.7706370970679437,0.20269428044529408,0.4531136340639703,0.7848443049934436,0.14764303900733408,0.46122538784160355,0.8115431119357827,-0.1468124778994843,0,0,0,9
AT3G21070.2,path:ath00760,NADK1,3,7380191,7384098,-,3907,protein_coding,NAD kinase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRY1],0.47467895507136754,0.8705653345071391,0.14471520800500767,0.34810385300092256,0.709009649972136,0.1899212264003238,0.09054052046369819,0.42912211215832374,-0.3429942731064407,0,0,0,9
AT3G21070.1,path:ath00760,NADK1,3,7380434,7383980,-,3546,protein_coding,NAD kinase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRY1],0.567227238299765,0.9035882755187352,0.25398639328951517,0.10448665489729624,0.4125143570199908,0.7124372194442218,0.23625785052403103,0.6441973713765731,0.5209676295813194,0,0,0,5
AT3G21070.4,path:ath00760,NADK1,3,7381311,7384136,-,2825,protein_coding,NAD kinase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRY1],0.6485880117325469,0.9273604099470842,-0.3179781664471472,0.5984519637155626,0.8683693980083413,-0.3678390211689798,0.5052419371510566,0.8353453731001388,-0.46544024723898364,0,0,0,8
AT3G62040.1,path:ath00760,,3,22975328,22976603,-,1275,protein_coding,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IX29],0.6916935776821627,0.9391891828961481,-0.09271930096094244,0.15264287924593897,0.49533388216916124,-0.33456533011769446,0.8916850334113069,0.9754127410151099,-0.031831430118156666,0,0,0,3
AT4G14930.1,path:ath00760,,4,8538586,8541899,+,3313,protein_coding,At4g14930 [Source:UniProtKB/TrEMBL;Acc:Q8LAM2],0.018454297084619684,0.2188498372723463,0.7017907592874566,0.391378650663616,0.744272841478447,0.2576315079401049,0.5728186348761113,0.8697589854356248,0.16949163916086998,0,0,0,7
AT4G36940.1,path:ath00760,NAPRT1,4,17416855,17420252,+,3397,protein_coding,NAPRT1 [Source:UniProtKB/TrEMBL;Acc:A0A178V5W0],0.6031185249741677,0.91443312606026,-0.06020432557400957,0.24406037841356415,0.6142219261566518,-0.13522367265472282,0.5490751506828391,0.8586469621403204,-0.06924537356744577,0,0,0,8
AT5G14760.1,path:ath00760,AO,5,4768263,4772153,+,3890,protein_coding,"L-aspartate oxidase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94AY1]",0.20089892824685784,0.6749470880206995,0.22325162912522173,0.07846906781322946,0.3573446520337514,-0.309941429652504,0.13091238255985702,0.5049687509419657,-0.26538684369530224,0,0,0,7
AT5G20070.1,path:ath00760,NUDT19,5,6779841,6782501,+,2660,protein_coding,"Nudix hydrolase 19, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94A82]",0.9564196201147249,0.9937854069353943,-0.009100822882621292,0.024006906301427326,0.18502111674167698,-0.37739233680509676,0.493138625027938,0.8294421880274114,-0.11416207088089776,0,0,0,3
AT5G50210.1,path:ath00760,QS,5,20442613,20446050,+,3437,protein_coding,SUFE3 [Source:UniProtKB/TrEMBL;Acc:A0A178UIT6],0.41561863971418883,0.8456074432281361,-0.11080114034749873,9.087778573611129e-4,0.02075269107215054,-0.45462648859269195,0.4423452645421749,0.8006483188346447,-0.10441925607296373,0,0,0,3
AT5G55810.1,path:ath00760,AtNMNAT,5,22583972,22586405,-,2433,protein_coding,Nicotinate/nicotinamide mononucleotide adenyltransferase [Source:UniProtKB/TrEMBL;Acc:F4K688],0.4869112222672801,0.8752403418423143,0.21854385413807487,0.2703383507974514,0.640798460876034,0.34489385025892283,0.96139794198319,0.9904777929830886,0.015295225130182607,0,0,0,9
