category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,Annotation,ontology
ARA:ALACAT2-PWY,1,1,0,12,L-alanine degradation II (to D-lactate),BioCyc
ARA:ALANINE-DEG3-PWY,1,1,0,8,L-alanine degradation III,BioCyc
ARA:ALANINE-SYN2-PWY,1,1,0,8,L-alanine biosynthesis II,BioCyc
ARA:ARG-PRO-PWY,1,1,0,4,L-arginine degradation VI (arginase 2 pathway),BioCyc
ARA:ARGASEDEG-PWY,1,1,0,3,L-arginine degradation I (arginase pathway),BioCyc
ARA:ARGDEG-V-PWY,1,1,0,3,L-arginine degradation X (arginine monooxygenase pathway),BioCyc
ARA:ARGININE-SYN4-PWY,1,1,0,6,L-ornithine biosynthesis II,BioCyc
ARA:ARGSPECAT-PWY,1,1,0,11,spermine biosynthesis,BioCyc
ARA:ARGSYN-PWY,1,1,0,16,L-arginine biosynthesis I (via L-ornithine),BioCyc
ARA:ARGSYNBSUB-PWY,1,1,0,15,L-arginine biosynthesis II (acetyl cycle),BioCyc
ARA:ASPARAGINE-BIOSYNTHESIS,1,1,0,6,L-asparagine biosynthesis I,BioCyc
ARA:ASPARAGINE-DEG1-PWY,1,1,0,6,L-asparagine degradation I,BioCyc
ARA:ASPARAGINESYN-PWY,1,1,0,6,L-asparagine biosynthesis II,BioCyc
ARA:ASPARTATE-DEG1-PWY,1,1,0,14,L-aspartate degradation I,BioCyc
ARA:ASPARTATESYN-PWY,1,1,0,14,L-aspartate biosynthesis,BioCyc
ARA:ASPASN-ARA-PWY,1,1,0,26,superpathway of aspartate and asparagine biosynthesis,BioCyc
ARA:ASPSYNII-PWY,1,1,0,10,cyanide detoxification I,BioCyc
ARA:BRANCHED-CHAIN-AA-SYN-PWY,1,1,0,37,superpathway of branched chain amino acid biosynthesis,BioCyc
ARA:BSUBPOLYAMSYN-PWY,1,1,0,12,spermidine biosynthesis I,BioCyc
ARA:CALVIN-PWY,1,1,0,39,Calvin-Benson-Bassham cycle,BioCyc
ARA:CAMALEXIN-SYN,1,1,0,29,camalexin biosynthesis,BioCyc
ARA:CHLOROPHYLL-SYN,1,1,0,22,"3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)",BioCyc
ARA:CITRULBIO-PWY,1,1,0,35,L-citrulline biosynthesis,BioCyc
ARA:CITRULLINE-DEG-PWY,1,1,0,1,L-citrulline degradation,BioCyc
ARA:COA-PWY,1,1,0,9,coenzyme A biosynthesis I,BioCyc
ARA:COMPLETE-ARO-ARA-PWY,1,1,0,38,"superpathway of phenylalanine, tyrosine and tryptophan biosynthesis",BioCyc
ARA:CYANCAT-PWY,1,1,0,3,cyanate degradation,BioCyc
