category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,Annotation,ontology
path:ath00010,1,1,0,145,Glycolysis / Gluconeogenesis,KEGG
path:ath00020,1,1,0,78,Citrate cycle (TCA cycle),KEGG
path:ath00030,1,1,0,77,Pentose phosphate pathway,KEGG
path:ath00040,1,1,0,76,Pentose and glucuronate interconversions,KEGG
path:ath00051,1,1,0,74,Fructose and mannose metabolism,KEGG
path:ath00052,1,1,0,61,Galactose metabolism,KEGG
path:ath00053,1,1,0,63,Ascorbate and aldarate metabolism,KEGG
path:ath00061,1,1,0,52,Fatty acid biosynthesis,KEGG
path:ath00062,1,1,0,29,Fatty acid elongation,KEGG
path:ath00071,1,1,0,61,Fatty acid degradation,KEGG
path:ath00072,1,1,0,9,Synthesis and degradation of ketone bodies,KEGG
path:ath00073,1,1,0,20,"Cutin, suberine and wax biosynthesis",KEGG
path:ath00100,1,1,0,40,Steroid biosynthesis,KEGG
path:ath00130,1,1,0,51,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG
path:ath00190,1,1,0,147,Oxidative phosphorylation,KEGG
path:ath00195,1,1,0,42,Photosynthesis,KEGG
path:ath00196,1,1,0,20,Photosynthesis - antenna proteins,KEGG
path:ath00220,1,1,0,48,Arginine biosynthesis,KEGG
path:ath00230,1,1,0,124,Purine metabolism,KEGG
path:ath00232,1,1,0,3,Caffeine metabolism,KEGG
path:ath00240,1,1,0,72,Pyrimidine metabolism,KEGG
path:ath00250,1,1,0,72,"Alanine, aspartate and glutamate metabolism",KEGG
path:ath00260,1,1,0,94,"Glycine, serine and threonine metabolism",KEGG
path:ath00261,1,1,0,17,Monobactam biosynthesis,KEGG
path:ath00270,1,1,0,162,Cysteine and methionine metabolism,KEGG
path:ath00280,1,1,0,78,"Valine, leucine and isoleucine degradation",KEGG
path:ath00290,1,1,0,29,"Valine, leucine and isoleucine biosynthesis",KEGG
path:ath00300,1,1,0,18,Lysine biosynthesis,KEGG
path:ath00310,1,1,0,51,Lysine degradation,KEGG
path:ath00330,1,1,0,68,Arginine and proline metabolism,KEGG
path:ath00340,1,1,0,27,Histidine metabolism,KEGG
path:ath00350,1,1,0,52,Tyrosine metabolism,KEGG
path:ath00360,1,1,0,54,Phenylalanine metabolism,KEGG
path:ath00380,1,1,0,76,Tryptophan metabolism,KEGG
path:ath00400,1,1,0,69,"Phenylalanine, tyrosine and tryptophan biosynthesis",KEGG
path:ath00410,1,1,0,51,beta-Alanine metabolism,KEGG
path:ath00430,1,1,0,20,Taurine and hypotaurine metabolism,KEGG
path:ath00440,1,1,0,13,Phosphonate and phosphinate metabolism,KEGG
path:ath00450,1,1,0,25,Selenocompound metabolism,KEGG
path:ath00460,1,1,0,87,Cyanoamino acid metabolism,KEGG
path:ath00480,1,1,0,129,Glutathione metabolism,KEGG
path:ath00500,1,1,0,182,Starch and sucrose metabolism,KEGG
path:ath00510,1,1,0,62,N-Glycan biosynthesis,KEGG
path:ath00511,1,1,0,29,Other glycan degradation,KEGG
path:ath00514,1,1,0,19,Other types of O-glycan biosynthesis,KEGG
path:ath00520,1,1,0,152,Amino sugar and nucleotide sugar metabolism,KEGG
path:ath00531,1,1,0,11,Glycosaminoglycan degradation,KEGG
path:ath00561,1,1,0,88,Glycerolipid metabolism,KEGG
path:ath00562,1,1,0,99,Inositol phosphate metabolism,KEGG
path:ath00563,1,1,0,38,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,KEGG
path:ath00564,1,1,0,138,Glycerophospholipid metabolism,KEGG
path:ath00565,1,1,0,39,Ether lipid metabolism,KEGG
path:ath00590,1,1,0,20,Arachidonic acid metabolism,KEGG
path:ath00591,1,1,0,8,Linoleic acid metabolism,KEGG
path:ath00592,1,1,0,44,alpha-Linolenic acid metabolism,KEGG
path:ath00600,1,1,0,40,Sphingolipid metabolism,KEGG
path:ath00601,1,1,0,2,Glycosphingolipid biosynthesis - lacto and neolacto series,KEGG
path:ath00603,1,1,0,8,Glycosphingolipid biosynthesis - globo and isoglobo series,KEGG
path:ath00604,1,1,0,6,Glycosphingolipid biosynthesis - ganglio series,KEGG
path:ath00620,1,1,0,126,Pyruvate metabolism,KEGG
path:ath00630,1,1,0,119,Glyoxylate and dicarboxylate metabolism,KEGG
path:ath00640,1,1,0,55,Propanoate metabolism,KEGG
path:ath00650,1,1,0,30,Butanoate metabolism,KEGG
path:ath00660,1,1,0,9,C5-Branched dibasic acid metabolism,KEGG
path:ath00670,1,1,0,30,One carbon pool by folate,KEGG
path:ath00710,1,1,0,83,Carbon fixation in photosynthetic organisms,KEGG
path:ath00730,1,1,0,27,Thiamine metabolism,KEGG
path:ath00740,1,1,0,24,Riboflavin metabolism,KEGG
path:ath00750,1,1,0,17,Vitamin B6 metabolism,KEGG
path:ath00760,1,1,0,22,Nicotinate and nicotinamide metabolism,KEGG
path:ath00770,1,1,0,39,Pantothenate and CoA biosynthesis,KEGG
path:ath00780,1,1,0,23,Biotin metabolism,KEGG
path:ath00785,1,1,0,6,Lipoic acid metabolism,KEGG
path:ath00790,1,1,0,42,Folate biosynthesis,KEGG
path:ath00860,1,1,0,65,Porphyrin and chlorophyll metabolism,KEGG
path:ath00900,1,1,0,70,Terpenoid backbone biosynthesis,KEGG
path:ath00901,1,1,0,4,Indole alkaloid biosynthesis,KEGG
path:ath00902,1,1,0,6,Monoterpenoid biosynthesis,KEGG
path:ath00903,1,1,0,9,Limonene and pinene degradation,KEGG
path:ath00904,1,1,0,16,Diterpenoid biosynthesis,KEGG
path:ath00905,1,1,0,12,Brassinosteroid biosynthesis,KEGG
path:ath00906,1,1,0,29,Carotenoid biosynthesis,KEGG
path:ath00908,1,1,0,20,Zeatin biosynthesis,KEGG
path:ath00909,1,1,0,22,Sesquiterpenoid and triterpenoid biosynthesis,KEGG
path:ath00910,1,1,0,56,Nitrogen metabolism,KEGG
path:ath00920,1,1,0,60,Sulfur metabolism,KEGG
path:ath00940,1,1,0,168,Phenylpropanoid biosynthesis,KEGG
path:ath00941,1,1,0,21,Flavonoid biosynthesis,KEGG
path:ath00942,1,1,0,2,Anthocyanin biosynthesis,KEGG
path:ath00944,1,1,0,3,Flavone and flavonol biosynthesis,KEGG
