category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,Annotation,ontology
path:ath00940,1.5175257995542173e-8,0.9999999983933332,14,168,Phenylpropanoid biosynthesis,KEGG
path:ath01110,1.9610170834703582e-5,0.9999937101942334,30,1292,Biosynthesis of secondary metabolites,KEGG
path:ath00902,3.5860737478710355e-5,0.999999677277797,3,6,Monoterpenoid biosynthesis,KEGG
path:ath01100,6.452450122418197e-5,0.999977066570923,46,2631,Metabolic pathways,KEGG
path:ath00480,3.332398808010575e-4,0.999944959317128,8,129,Glutathione metabolism,KEGG
path:ath00909,6.6063063957334e-4,0.9999761731859168,3,22,Sesquiterpenoid and triterpenoid biosynthesis,KEGG
path:ath00073,0.0011929053563696878,0.9999477232789361,3,20,"Cutin, suberine and wax biosynthesis",KEGG
path:ath00380,0.010067530394931584,0.9984854141989415,4,76,Tryptophan metabolism,KEGG
path:ath00360,0.020520739874016432,0.9973172796249726,3,54,Phenylalanine metabolism,KEGG
path:ath00965,0.027220188109726866,0.9998149166998405,1,2,Betalain biosynthesis,KEGG
path:ath00906,0.03312602031502891,0.997164121215847,2,29,Carotenoid biosynthesis,KEGG
path:ath00901,0.047674064332224174,0.9991427919899293,1,4,Indole alkaloid biosynthesis,KEGG
path:ath00460,0.06467045052628193,0.9865986859041438,3,87,Cyanoamino acid metabolism,KEGG
path:ath00520,0.09053990346555499,0.9726255541703218,4,152,Amino sugar and nucleotide sugar metabolism,KEGG
path:ath00052,0.10760268798110495,0.9817806413599127,2,61,Galactose metabolism,KEGG
path:ath04016,0.12459753401057165,0.9578785924186046,4,158,MAPK signaling pathway - plant,KEGG
path:ath00945,0.1303107979748285,0.9921719566819633,1,9,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",KEGG
path:ath00053,0.15420808742650421,0.9676940586180937,2,63,Ascorbate and aldarate metabolism,KEGG
path:ath00330,0.16274163193389415,0.9647274340687821,2,68,Arginine and proline metabolism,KEGG
path:ath00511,0.17868312567556532,0.9837654733068159,1,29,Other glycan degradation,KEGG
path:ath00561,0.19738397414043252,0.9516475719052632,2,88,Glycerolipid metabolism,KEGG
path:ath00950,0.20093032383231818,0.9794296740048434,1,24,Isoquinoline alkaloid biosynthesis,KEGG
path:ath00908,0.20484405060051095,0.9787589652789243,1,20,Zeatin biosynthesis,KEGG
path:ath00450,0.21567330127472664,0.976117789934498,1,25,Selenocompound metabolism,KEGG
path:ath00500,0.22255551592805706,0.9203289026283551,3,182,Starch and sucrose metabolism,KEGG
path:ath00966,0.27303226915288276,0.9607839615491112,1,25,Glucosinolate biosynthesis,KEGG
