category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,Annotation,ontology
ARA:PWY-5049,0.0011024490550359451,1,1,1,rosmarinic acid biosynthesis II,BioCyc
ARA:PWY-6367,0.01034963764811101,0.9999666899683514,1,14,D-myo-inositol-5-phosphate metabolism,BioCyc
ARA:OXIDATIVEPENT-PWY,0.016311814465376,0.9999151181554007,1,20,pentose phosphate pathway (oxidative branch) I,BioCyc
ARA:PENTOSE-P-PWY,0.029713422899689864,0.9997100047053011,1,36,pentose phosphate pathway,BioCyc
ARA:PWY-7039,0.03458168475458558,0.9996028908013522,1,52,"phosphatidate metabolism, as a signaling molecule",BioCyc
ARA:PWY-6351,0.035145658040957053,0.9995897251837584,1,52,"D-myo-inositol (1,4,5)-trisphosphate biosynthesis",BioCyc
ARA:LIPASYN-PWY,0.05436091986706273,0.9990043326364549,1,72,phospholipases,BioCyc
ARA:ALACAT2-PWY,1,0.9915075968835045,0,12,L-alanine degradation II (to D-lactate),BioCyc
ARA:ALANINE-DEG3-PWY,1,0.9946105997648047,0,8,L-alanine degradation III,BioCyc
ARA:ALANINE-SYN2-PWY,1,0.9946105997648047,0,8,L-alanine biosynthesis II,BioCyc
ARA:ARG-PRO-PWY,1,0.9965711874024666,0,4,L-arginine degradation VI (arginase 2 pathway),BioCyc
ARA:ARGASEDEG-PWY,1,0.997977228419014,0,3,L-arginine degradation I (arginase pathway),BioCyc
ARA:ARGDEG-V-PWY,1,0.9981211700503906,0,3,L-arginine degradation X (arginine monooxygenase pathway),BioCyc
ARA:ARGININE-SYN4-PWY,1,0.9957660884070495,0,6,L-ornithine biosynthesis II,BioCyc
ARA:ARGSPECAT-PWY,1,0.9901900352205528,0,11,spermine biosynthesis,BioCyc
ARA:ARGSYN-PWY,1,0.9876273488715525,0,16,L-arginine biosynthesis I (via L-ornithine),BioCyc
ARA:ARGSYNBSUB-PWY,1,0.9884039334854106,0,15,L-arginine biosynthesis II (acetyl cycle),BioCyc
ARA:ASPARAGINE-BIOSYNTHESIS,1,0.9966274426742164,0,6,L-asparagine biosynthesis I,BioCyc
ARA:ASPARAGINE-DEG1-PWY,1,0.9943582573595705,0,6,L-asparagine degradation I,BioCyc
ARA:ASPARAGINESYN-PWY,1,0.9966274426742164,0,6,L-asparagine biosynthesis II,BioCyc
