category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,Annotation,ontology
path:ath00940,4.698061773884506e-13,1,21,168,Phenylpropanoid biosynthesis,KEGG
path:ath01110,5.092730982458667e-9,0.9999999985912942,46,1292,Biosynthesis of secondary metabolites,KEGG
path:ath04626,1.8771160753964253e-7,0.9999999680397913,17,217,Plant-pathogen interaction,KEGG
path:ath01100,7.340766020827554e-6,0.9999971785917339,64,2631,Metabolic pathways,KEGG
path:ath04016,7.692098225677347e-5,0.9999851995355387,11,158,MAPK signaling pathway - plant,KEGG
path:ath00400,5.853560741949533e-4,0.9999245042739795,6,69,"Phenylalanine, tyrosine and tryptophan biosynthesis",KEGG
path:ath00250,0.0030025769456996777,0.9995637470468375,5,72,"Alanine, aspartate and glutamate metabolism",KEGG
path:ath00480,0.013232411575637855,0.9963016599052714,7,129,Glutathione metabolism,KEGG
path:ath00280,0.025066641035233782,0.9950002643736492,4,78,"Valine, leucine and isoleucine degradation",KEGG
path:ath00270,0.03988202783816354,0.9872436926425234,6,162,Cysteine and methionine metabolism,KEGG
path:ath00052,0.05139564496280506,0.9902986335323929,3,61,Galactose metabolism,KEGG
path:ath01230,0.05406089802927077,0.9767736976597449,9,323,Biosynthesis of amino acids,KEGG
path:ath00071,0.05420480090032606,0.9895486177261145,3,61,Fatty acid degradation,KEGG
path:ath04075,0.07491988987026527,0.9657618198172401,9,286,Plant hormone signal transduction,KEGG
path:ath00960,0.10359121187876881,0.9830079498077299,2,36,"Tropane, piperidine and pyridine alkaloid biosynthesis",KEGG
path:ath00903,0.12132738407657614,0.9932104019914691,1,9,Limonene and pinene degradation,KEGG
path:ath00460,0.1379712023907349,0.9603706163691135,3,87,Cyanoamino acid metabolism,KEGG
path:ath00410,0.15314142421462415,0.9680265596869024,2,51,beta-Alanine metabolism,KEGG
path:ath00945,0.16899712276935716,0.9865629551986916,1,9,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",KEGG
path:ath00260,0.18183747381038878,0.9408106728996246,3,94,"Glycine, serine and threonine metabolism",KEGG
path:ath00130,0.20096425886665023,0.9504591721999811,2,51,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG
path:ath00910,0.20614255152518496,0.9482557947735004,2,56,Nitrogen metabolism,KEGG
path:ath00500,0.23259259382000752,0.8997997672731516,4,182,Starch and sucrose metabolism,KEGG
path:ath02010,0.2403993193460861,0.9698544897100341,1,26,ABC transporters,KEGG
path:ath00053,0.24855883811583349,0.9295758020713092,2,63,Ascorbate and aldarate metabolism,KEGG
path:ath00909,0.25109822394219566,0.9671813453518674,1,22,Sesquiterpenoid and triterpenoid biosynthesis,KEGG
path:ath00340,0.3265592923105224,0.9421692435863518,1,27,Histidine metabolism,KEGG
path:ath00040,0.3360072456345373,0.8833394055798562,2,76,Pentose and glucuronate interconversions,KEGG
path:ath00380,0.33801414447533984,0.8821617486631106,2,76,Tryptophan metabolism,KEGG
path:ath00906,0.34259779953537894,0.9357339673298043,1,29,Carotenoid biosynthesis,KEGG
path:ath00561,0.3435233812773556,0.8786598668874239,2,88,Glycerolipid metabolism,KEGG
path:ath00010,0.350903780027252,0.8416996624679336,3,145,Glycolysis / Gluconeogenesis,KEGG
path:ath00941,0.35759540088098507,0.9303252741674912,1,21,Flavonoid biosynthesis,KEGG
path:ath00966,0.35879748838282355,0.929332457830716,1,25,Glucosinolate biosynthesis,KEGG
path:ath00030,0.3636108401799424,0.8666291478332845,2,77,Pentose phosphate pathway,KEGG
path:ath00520,0.44504674928936183,0.7711922862100122,3,152,Amino sugar and nucleotide sugar metabolism,KEGG
path:ath00100,0.45064089493342796,0.8818921796833965,1,40,Steroid biosynthesis,KEGG
path:ath00220,0.5013038900683834,0.8494119384085479,1,48,Arginine biosynthesis,KEGG
path:ath00310,0.5104228704810176,0.8429600413410674,1,51,Lysine degradation,KEGG
path:ath00620,0.5279458468301368,0.7431539366325608,2,126,Pyruvate metabolism,KEGG
path:ath00061,0.5283161372585082,0.830047506631298,1,52,Fatty acid biosynthesis,KEGG
path:ath00640,0.5377145687634355,0.8228774230030633,1,55,Propanoate metabolism,KEGG
path:ath00350,0.5430503281140071,0.8189487077340798,1,52,Tyrosine metabolism,KEGG
path:ath00360,0.5663972643315558,0.8002813167952374,1,54,Phenylalanine metabolism,KEGG
path:ath00230,0.591129509819541,0.6844862925498347,2,124,Purine metabolism,KEGG
path:ath00510,0.6287298525215615,0.7439373257607067,1,62,N-Glycan biosynthesis,KEGG
path:ath04130,0.6318352937369496,0.7414594221294972,1,52,SNARE interactions in vesicular transport,KEGG
path:ath00330,0.6346786555964753,0.737810336450782,1,68,Arginine and proline metabolism,KEGG
path:ath00920,0.6451886438267527,0.7275795979483561,1,60,Sulfur metabolism,KEGG
path:ath00051,0.707227964350662,0.657650978175742,1,74,Fructose and mannose metabolism,KEGG
path:ath01212,0.7073104000956103,0.6572268848396854,1,83,Fatty acid metabolism,KEGG
path:ath01210,0.7394627305947461,0.6159989890578699,1,90,2-Oxocarboxylic acid metabolism,KEGG
path:ath01200,0.8096389685718648,0.3474354565300535,4,362,Carbon metabolism,KEGG
