"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015849","GO:0015849","organic acid transport","43/503","280/20876",2.2564502403966e-22,1.31438226503102e-19,1.0130273973991e-19,"AT4G02330/AT1G76930/AT3G47380/AT5G13490/AT2G19190/AT4G18170/AT4G22470/AT1G09560/AT5G49630/AT1G65730/AT5G50200/AT1G58360/AT5G65870/AT5G06860/AT5G54300/AT1G51850/AT1G21010/AT5G65990/AT1G51800/AT3G20500/AT1G65690/AT3G02360/AT1G51820/AT4G21120/AT5G67340/AT5G41800/AT5G51640/AT1G30700/AT1G74000/AT3G18440/AT1G66160/AT3G04070/AT1G76520/AT3G13790/AT1G08430/AT2G42360/AT4G24380/AT1G02360/AT1G61890/AT4G15610/AT1G01010/AT5G17000/AT1G77380",43
"GO:0046942","GO:0046942","carboxylic acid transport","43/503","280/20876",2.2564502403966e-22,1.31438226503102e-19,1.0130273973991e-19,"AT4G02330/AT1G76930/AT3G47380/AT5G13490/AT2G19190/AT4G18170/AT4G22470/AT1G09560/AT5G49630/AT1G65730/AT5G50200/AT1G58360/AT5G65870/AT5G06860/AT5G54300/AT1G51850/AT1G21010/AT5G65990/AT1G51800/AT3G20500/AT1G65690/AT3G02360/AT1G51820/AT4G21120/AT5G67340/AT5G41800/AT5G51640/AT1G30700/AT1G74000/AT3G18440/AT1G66160/AT3G04070/AT1G76520/AT3G13790/AT1G08430/AT2G42360/AT4G24380/AT1G02360/AT1G61890/AT4G15610/AT1G01010/AT5G17000/AT1G77380",43
"GO:0045088","GO:0045088","regulation of innate immune response","34/503","419/20876",7.5091686958806e-10,1.23792386144786e-07,9.54098986957326e-08,"AT5G63780/AT3G47380/AT5G13490/AT5G48930/AT2G19190/AT1G51680/AT3G56240/AT5G45110/AT3G44720/AT5G50200/AT5G65870/AT5G06860/AT1G33590/AT5G59890/AT2G30550/AT1G18570/AT5G01540/AT4G21390/AT3G18280/AT4G16760/AT1G28190/AT2G25110/AT4G21120/AT4G34710/AT5G64120/AT3G06110/AT5G67340/AT5G25440/AT1G61660/AT4G05590/AT1G05010/AT4G20830/AT3G62600/AT1G77380",34
"GO:0050776","GO:0050776","regulation of immune response","34/503","421/20876",8.50076471380502e-10,1.23792386144786e-07,9.54098986957326e-08,"AT5G63780/AT3G47380/AT5G13490/AT5G48930/AT2G19190/AT1G51680/AT3G56240/AT5G45110/AT3G44720/AT5G50200/AT5G65870/AT5G06860/AT1G33590/AT5G59890/AT2G30550/AT1G18570/AT5G01540/AT4G21390/AT3G18280/AT4G16760/AT1G28190/AT2G25110/AT4G21120/AT4G34710/AT5G64120/AT3G06110/AT5G67340/AT5G25440/AT1G61660/AT4G05590/AT1G05010/AT4G20830/AT3G62600/AT1G77380",34
"GO:0008219","GO:0008219","cell death","37/503","496/20876",1.36391044448802e-09,1.58895566782854e-07,1.22464800962977e-07,"AT2G38530/AT5G63780/AT3G47380/AT5G13490/AT5G48930/AT2G19190/AT1G51680/AT1G12050/AT5G47910/AT3G56240/AT5G45110/AT3G44720/AT5G50200/AT5G65870/AT5G06860/AT1G33590/AT2G30550/AT1G11000/AT1G18570/AT5G01540/AT4G21390/AT3G18280/AT4G16760/AT1G28190/AT4G21120/AT4G34710/AT5G64120/AT3G06110/AT5G67340/AT5G25440/AT1G61660/AT4G05590/AT1G05010/AT4G20830/AT5G46180/AT5G53760/AT1G77380",37
"GO:0006612","GO:0006612","protein targeting to membrane","31/503","374/20876",2.58486388501512e-09,2.29564511163892e-07,1.76931129905399e-07,"AT5G63780/AT3G47380/AT5G13490/AT5G48930/AT2G19190/AT1G51680/AT3G56240/AT5G45110/AT3G44720/AT5G50200/AT5G65870/AT5G06860/AT1G33590/AT2G30550/AT1G18570/AT1G15310/AT5G01540/AT4G21390/AT3G18280/AT4G16760/AT1G28190/AT4G21120/AT4G34710/AT5G64120/AT5G67340/AT5G25440/AT1G61660/AT4G05590/AT1G05010/AT4G20830/AT1G77380",31
"GO:0072657","GO:0072657","protein localization to membrane","31/503","377/20876",3.12944445244246e-09,2.29564511163892e-07,1.76931129905399e-07,"AT5G63780/AT3G47380/AT5G13490/AT5G48930/AT2G19190/AT1G51680/AT3G56240/AT5G45110/AT3G44720/AT5G50200/AT5G65870/AT5G06860/AT1G33590/AT2G30550/AT1G18570/AT1G15310/AT5G01540/AT4G21390/AT3G18280/AT4G16760/AT1G28190/AT4G21120/AT4G34710/AT5G64120/AT5G67340/AT5G25440/AT1G61660/AT4G05590/AT1G05010/AT4G20830/AT1G77380",31
"GO:0090150","GO:0090150","establishment of protein localization to membrane","31/503","377/20876",3.12944445244246e-09,2.29564511163892e-07,1.76931129905399e-07,"AT5G63780/AT3G47380/AT5G13490/AT5G48930/AT2G19190/AT1G51680/AT3G56240/AT5G45110/AT3G44720/AT5G50200/AT5G65870/AT5G06860/AT1G33590/AT2G30550/AT1G18570/AT1G15310/AT5G01540/AT4G21390/AT3G18280/AT4G16760/AT1G28190/AT4G21120/AT4G34710/AT5G64120/AT5G67340/AT5G25440/AT1G61660/AT4G05590/AT1G05010/AT4G20830/AT1G77380",31
"GO:0010200","GO:0010200","response to chitin","33/503","421/20876",3.20474166988423e-09,2.29564511163892e-07,1.76931129905399e-07,"AT3G47380/AT2G19190/AT1G19380/AT2G23320/AT5G45110/AT4G28350/AT1G18570/AT5G01540/AT4G21390/AT2G35160/AT1G51800/AT1G51820/AT3G23250/AT3G55430/AT1G26420/AT5G64120/AT2G38250/AT1G66160/AT1G05010/AT4G23190/AT4G20830/AT3G13790/AT2G32190/AT1G74650/AT5G66210/AT3G18710/AT2G42360/AT5G66070/AT5G64660/AT1G02360/AT1G61890/AT4G22530/AT1G61360",33
"GO:0009627","GO:0009627","systemic acquired resistance","34/503","446/20876",3.74397056833816e-09,2.29564511163892e-07,1.76931129905399e-07,"AT5G63780/AT1G25275/AT3G47380/AT2G19190/AT1G09560/AT5G17990/AT5G20830/AT3G43190/AT3G07720/AT3G04720/AT5G39890/AT5G45110/AT2G16060/AT5G50200/AT2G38860/AT5G06860/AT1G33590/AT2G29120/AT2G43000/AT2G32920/AT4G25900/AT1G18570/AT5G01540/AT5G38900/AT4G10500/AT1G65690/AT2G25110/AT1G77510/AT5G67340/AT4G16660/AT5G25440/AT1G05010/AT4G08850/AT3G62600",34
"GO:0009636","GO:0009636","response to toxic substance","33/503","430/20876",5.41692646598579e-09,2.7437910142928e-07,2.11470859289971e-07,"AT4G18170/AT2G36950/AT1G02930/AT1G02920/AT1G78370/AT1G09080/AT3G43800/AT5G17380/AT3G58810/AT2G32920/AT1G69920/AT2G02380/AT2G29460/AT4G08230/AT2G25110/AT1G77510/AT4G21120/AT4G24190/AT5G23540/AT4G16660/AT1G74590/AT2G41380/AT2G02390/AT1G30700/AT1G30070/AT1G27980/AT5G13330/AT3G26470/AT2G02810/AT2G29500/AT5G22300/AT3G62600/AT4G15610",33
"GO:0046686","GO:0046686","response to cadmium ion","34/503","470/20876",1.39342327162885e-08,6.49335244579046e-07,5.00458968715542e-07,"AT4G34050/AT4G34180/AT3G44320/AT2G36880/AT1G02930/AT1G23190/AT3G56240/AT5G02380/AT5G20830/AT1G02920/AT3G13110/AT3G52880/AT4G31990/AT3G08590/AT4G19880/AT4G25900/AT1G60710/AT2G24200/AT1G13440/AT5G67500/AT3G48000/AT4G16760/AT5G64250/AT3G23250/AT1G77510/AT4G24190/AT5G23540/AT2G35840/AT1G54270/AT2G41380/AT3G12500/AT5G60360/AT4G21680/AT2G44060",34
