ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Mock_4,Mock_Flg22_1,Mock_Flg22_2,Mock_Flg22_3,Mock_Flg22_4,HKSynCom33_1,HKSynCom33_2,HKSynCom33_3,HKSynCom33_4,HKSynCom33_Flg22_1,HKSynCom33_Flg22_2,HKSynCom33_Flg22_3,HKSynCom33_Flg22_4,SynCom33_1,SynCom33_2,SynCom33_3,SynCom33_4,SynCom33_Flg22_1,SynCom33_Flg22_2,SynCom33_Flg22_3,SynCom33_Flg22_4,HKSynCom35_1,HKSynCom35_2,HKSynCom35_3,HKSynCom35_4,HKSynCom35_Flg22_1,HKSynCom35_Flg22_2,HKSynCom35_Flg22_3,HKSynCom35_Flg22_4,SynCom35_1,SynCom35_2,SynCom35_3,SynCom35_4,SynCom35_Flg22_1,SynCom35_Flg22_2,SynCom35_Flg22_3,SynCom35_Flg22_4,Mock_Flg22_vs_Mock_pvalue,Mock_Flg22_vs_Mock_padj,Mock_Flg22_vs_Mock_log2FoldChange,HKSynCom33_vs_Mock_pvalue,HKSynCom33_vs_Mock_padj,HKSynCom33_vs_Mock_log2FoldChange,HKSynCom33_Flg22_vs_Mock_pvalue,HKSynCom33_Flg22_vs_Mock_padj,HKSynCom33_Flg22_vs_Mock_log2FoldChange,SynCom33_vs_Mock_pvalue,SynCom33_vs_Mock_padj,SynCom33_vs_Mock_log2FoldChange,SynCom33_Flg22_vs_Mock_pvalue,SynCom33_Flg22_vs_Mock_padj,SynCom33_Flg22_vs_Mock_log2FoldChange,HKSynCom35_vs_Mock_pvalue,HKSynCom35_vs_Mock_padj,HKSynCom35_vs_Mock_log2FoldChange,HKSynCom35_Flg22_vs_Mock_pvalue,HKSynCom35_Flg22_vs_Mock_padj,HKSynCom35_Flg22_vs_Mock_log2FoldChange,SynCom35_vs_Mock_pvalue,SynCom35_vs_Mock_padj,SynCom35_vs_Mock_log2FoldChange,SynCom35_Flg22_vs_Mock_pvalue,SynCom35_Flg22_vs_Mock_padj,SynCom35_Flg22_vs_Mock_log2FoldChange,Raw_Mock_1,Raw_Mock_2,Raw_Mock_3,Raw_Mock_4,Raw_Mock_Flg22_1,Raw_Mock_Flg22_2,Raw_Mock_Flg22_3,Raw_Mock_Flg22_4,Raw_HKSynCom33_1,Raw_HKSynCom33_2,Raw_HKSynCom33_3,Raw_HKSynCom33_4,Raw_HKSynCom33_Flg22_1,Raw_HKSynCom33_Flg22_2,Raw_HKSynCom33_Flg22_3,Raw_HKSynCom33_Flg22_4,Raw_SynCom33_1,Raw_SynCom33_2,Raw_SynCom33_3,Raw_SynCom33_4,Raw_SynCom33_Flg22_1,Raw_SynCom33_Flg22_2,Raw_SynCom33_Flg22_3,Raw_SynCom33_Flg22_4,Raw_HKSynCom35_1,Raw_HKSynCom35_2,Raw_HKSynCom35_3,Raw_HKSynCom35_4,Raw_HKSynCom35_Flg22_1,Raw_HKSynCom35_Flg22_2,Raw_HKSynCom35_Flg22_3,Raw_HKSynCom35_Flg22_4,Raw_SynCom35_1,Raw_SynCom35_2,Raw_SynCom35_3,Raw_SynCom35_4,Raw_SynCom35_Flg22_1,Raw_SynCom35_Flg22_2,Raw_SynCom35_Flg22_3,Raw_SynCom35_Flg22_4,Scale_Mock_1,Scale_Mock_2,Scale_Mock_3,Scale_Mock_4,Scale_Mock_Flg22_1,Scale_Mock_Flg22_2,Scale_Mock_Flg22_3,Scale_Mock_Flg22_4,Scale_HKSynCom33_1,Scale_HKSynCom33_2,Scale_HKSynCom33_3,Scale_HKSynCom33_4,Scale_HKSynCom33_Flg22_1,Scale_HKSynCom33_Flg22_2,Scale_HKSynCom33_Flg22_3,Scale_HKSynCom33_Flg22_4,Scale_SynCom33_1,Scale_SynCom33_2,Scale_SynCom33_3,Scale_SynCom33_4,Scale_SynCom33_Flg22_1,Scale_SynCom33_Flg22_2,Scale_SynCom33_Flg22_3,Scale_SynCom33_Flg22_4,Scale_HKSynCom35_1,Scale_HKSynCom35_2,Scale_HKSynCom35_3,Scale_HKSynCom35_4,Scale_HKSynCom35_Flg22_1,Scale_HKSynCom35_Flg22_2,Scale_HKSynCom35_Flg22_3,Scale_HKSynCom35_Flg22_4,Scale_SynCom35_1,Scale_SynCom35_2,Scale_SynCom35_3,Scale_SynCom35_4,Scale_SynCom35_Flg22_1,Scale_SynCom35_Flg22_2,Scale_SynCom35_Flg22_3,Scale_SynCom35_Flg22_4,cl
AT4G12550.1,AIR1,4,7439115,7439805,+,690,protein_coding,Putative lipid-binding protein AIR1 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7I2],8.914403268574583,9.250167915849085,9.581850530587655,9.286124400825711,7.0667199006059,7.437609698007908,8.298332671256059,7.962472211534184,8.701165626624654,9.630849878636663,9.37510278579684,8.920357828565713,7.353467323499991,7.432542811958493,8.818118616801486,7.614227679242166,9.964916963880675,9.91126575216343,8.97646662309961,10.220745333951031,8.125378718793542,8.551876824577784,7.74677739972966,8.485365400195931,9.21311578499848,9.15855438494324,9.334449267781933,9.619544968678698,6.9257070029223495,6.9712405734911345,7.785152495208134,7.717285859809117,9.355053127139428,9.515023220562536,10.514330332340432,9.610059167367162,9.969048471596857,9.897027449121627,10.497072767016041,9.831098995694079,3.1092543030317624e-6,0.009687992229060824,-1.5144573342707757,0.8200994410896743,0.9999748283291506,-0.07324906873729413,3.6736520226281367e-5,0.09047890061786877,-1.3362679778733368,0.08110682443776167,0.8445306978509786,0.56083337807869,0.0016784440205560996,0.07855910414667187,-1.01603217803815,0.8382563769996588,0.9994930084091103,0.06570593335267993,7.051112072639087e-9,5.126393513877704e-5,-1.8796794226224376,0.08636131798640051,0.4498298215117731,0.5511322219481565,0.012886504720584245,0.16995292530119893,0.799075661366826,513,712,476,619,120,158,235,258,271,730,557,770,182,133,516,230,1039,716,683,940,249,337,174,443,616,748,608,540,186,147,260,194,700,820,2292,675,894,848,2049,889,-0.16529277212331298,0.27226308624102763,-0.2466473789548738,0.0677771825833207,-1.0294106230639455,-0.9458572430747748,-0.7765517099388239,-0.7259799273137997,-0.6973958762648729,0.3118410030780031,-0.06854675318848391,0.3997919293823932,-0.8930866872921408,-1.0008265720150187,-0.15869645265048374,-0.7875455757268727,0.9912619087794164,0.2810581788714666,0.2084986646703448,0.773583366176051,-0.7457688857322874,-0.5522768478626293,-0.9106768725530188,-0.3192068931559956,0.061180863110491444,0.35141891991497864,0.04359067784961343,-0.10592589686784969,-0.8842915946617018,-0.9700437478084821,-0.7215823809985802,-0.8667014094008237,0.2458778083497106,0.5097305872628808,3.7463246752644355,0.19090847940946679,0.6724398009260024,0.5712962356759539,3.2120227979652656,0.6614459351379537,1
AT5G15180.1,PER56,5,4930425,4932406,+,1981,protein_coding,Peroxidase 56 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXG3],8.944969787646297,7.516939798361649,8.419261942349525,8.355706348144412,7.39638236483075,5.958790168062923,7.785421401054826,7.104571689249889,9.0143198890209,8.84107368627497,8.55335241619112,8.348934378739084,7.336834852800714,6.545319498541821,7.919742539466691,7.109323914441103,9.00498153792538,8.475347286259094,8.213720826294075,8.315976329357282,7.378718515681528,6.864986556112423,6.610853920650516,7.321668331528258,8.777765900930447,8.43534166813822,8.13650943674358,8.4072008695417,6.9287846204471375,6.800166278925596,7.16146263238192,7.161944155450186,8.778935092457397,8.492298117034398,8.3433193194979,8.331127056570239,8.89302700672511,8.513059230338985,8.252795238065595,8.29616244892461,5.283082805746887e-5,0.09602443256345446,-1.2007090120021615,0.27807497683831023,0.9999748283291506,0.31731102291697816,2.495898203553414e-4,0.257264104009232,-1.0827794569346514,0.6240264588560557,0.9998276124642587,0.14349772617167048,9.135611895462538e-6,0.0021658351201297114,-1.318510761823657,0.825915665953384,0.9994930084091103,0.06441300683766049,3.1270420119156845e-6,0.011367318886982164,-1.3800478146316177,0.7201503917227265,0.9358234049191541,0.10475067811484785,0.6874140243800918,0.9377128675380345,0.1177256163360552,507,216,216,326,149,56,166,141,332,421,314,511,180,72,274,162,526,264,400,252,146,103,79,201,450,443,267,234,182,132,172,133,464,412,513,279,424,332,441,301,1.6320941419387818,-0.4585381692934642,-0.4585381692934642,0.3317352129592749,-0.9398865021201325,-1.6080267252974483,-0.8177533430447093,-0.9973609299203318,0.37484103380942424,1.0142440430866404,0.24552357125897606,1.6608313558388814,-0.7171730943943606,-1.49307786969705,-0.04184856774201996,-0.8464905569448088,1.768595907964255,-0.11369160249226896,0.8633736701111174,-0.19990324419256777,-0.9614394125452073,-1.270364461971278,-1.4427877453718756,-0.5663027214188376,1.2225888438623624,1.1722987195371881,-0.09213869206719427,-0.32922070674301596,-0.7028044874443108,-1.062019661195556,-0.7746475221945598,-1.054835357720531,1.323169092512711,0.9495853118114163,1.6751999627889311,-0.005927050366895461,1.035796953511715,0.37484103380942424,1.1579301125871384,0.15212762608365235,1
AT3G08943.1,,3,2718880,2722624,-,3744,nontranslating_CDS,ARM repeat superfamily protein [Source:TAIR;Acc:AT3G08943],7.233539973481879,7.797586382442228,7.386440874867125,7.591829035032497,6.943408376803409,7.63608420040628,7.545635151895538,7.505328437972558,7.368115093549267,7.120387005368007,7.521656158646845,7.517788770131308,7.02665571948805,7.284296670948627,7.860319717363029,7.359073878056341,7.406619607703612,7.457836708566548,7.769370934550813,7.5858099057888975,7.285199215418509,7.247699707487662,7.497946356887099,7.33128222281181,7.800642254400256,7.573314418909652,7.806239721952876,7.168530510207947,7.6451369750967935,7.714076448759821,7.947021023595286,7.1986320174296425,7.699547006234302,8.032808730806776,7.681206909602104,7.140467845074384,7.6281326013331165,7.97164402817159,7.805437635461849,7.352945442807694,0.6504964591113616,0.9999298958736154,-0.09117983876329008,0.5194519795015456,0.9999748283291506,-0.12968331120930318,0.5979965852803208,0.9999949368750313,-0.10553412359786962,0.830564612530622,0.9998276124642587,0.04282302195812333,0.3706423716824226,0.9344677804606774,-0.18020833566709818,0.6427646277414873,0.9994930084091103,0.09265658182105396,0.5043782034049797,0.9999354606486767,0.13231411576267865,0.4338685558499702,0.8264824725752592,0.1552770333756282,0.3463904514399058,0.80001813754923,0.18722909335077972,152,264,106,192,108,181,141,186,105,127,153,285,145,121,262,193,172,130,293,152,136,134,147,204,227,241,213,99,297,251,300,137,218,302,325,122,176,230,326,155,-0.5972583248372185,1.0463026673438256,-1.2722923037687188,-0.010272256201131359,-1.2429430003369144,-0.17169342507605534,-0.7586794937121425,-0.09832016649654444,-1.286966955484621,-0.9641246177347731,-0.5825836731213164,1.3544703533777713,-0.6999808868485339,-1.0521725280301861,1.0169533639120212,0.0044023955147708205,-0.30376529051917495,-0.9201006625870666,1.4718675671049888,-0.5972583248372185,-0.8320527522916534,-0.8614020557234578,-0.6706315834167295,0.1658235643896948,0.503340553855445,0.7087856778780754,0.2978954298328144,-1.375014865780034,1.5305661739685976,0.8555321950370973,1.574590129116304,-0.8173781005757512,0.3712686884123253,1.6039394325481084,1.9414564220138586,-1.037497876314284,-0.24506668365556625,0.5473645090031515,1.9561310737297608,-0.553234369689512,1
AT4G15950.1,NRPD4,4,9040683,9042129,+,1446,nontranslating_CDS,"RNA polymerase II, Rpb4, core protein [Source:TAIR;Acc:AT4G15950]",5.016443751204192,4.100010207490007,4.214963468678971,4.0943376600255235,4.470889638115388,3.8177045013751254,4.294863893928124,4.950507709505211,4.844586095605038,4.199320483022651,3.9350154484897035,5.079393276928211,3.9341351833360556,4.040812328163158,4.460283346483738,4.295552366936913,5.121714770219605,4.8688760765274655,5.2429213462796405,5.1872322847525885,5.1628467310966215,3.8458745418510096,4.083231976839573,4.734451950262343,5.081023362247401,4.84198885859427,5.206087861507912,5.220833226809268,5.102545665578679,4.716341048581227,4.399339312211083,4.422123861847094,4.000598105712652,4.914377892558292,5.005698046368454,4.366116453359848,5.158211099297427,5.23790689714392,4.9239905396913395,4.288637393249207,0.9243821542626834,0.9999298958736154,0.03203183532448644,0.5399396644814063,0.9999748283291506,0.20294718698217648,0.5014871868392174,0.9999949368750313,-0.22763122324843366,0.023446146891377192,0.5481070845099978,0.7249488440767665,0.658768136828327,0.9826699695773996,0.14667140749837282,0.03140522073610381,0.9994930084091103,0.6888713117314158,0.35728722925083134,0.9999354606486767,0.2961833564329285,0.4606466395234553,0.8394649478354179,0.23928094524390553,0.09208199843155374,0.5037372630525755,0.5410669088028247,33,19,11,16,19,12,14,31,18,16,12,52,16,12,24,22,35,21,50,28,31,12,13,32,34,36,34,25,51,30,24,19,16,33,49,17,31,33,42,18,0.5940288077434994,-0.59828707876675,-1.2796104424868926,-0.8537833401618036,-0.59828707876675,-1.1944450220218747,-1.0241141810918393,0.4236979668134638,-0.6834524992317679,-0.8537833401618036,-1.1944450220218747,2.212171796578838,-0.8537833401618036,-1.1944450220218747,-0.17245997644166097,-0.3427908173716966,0.764359648673535,-0.42795623783671444,2.0418409556488024,0.1682017054184103,0.4236979668134638,-1.1944450220218747,-1.109279601556857,0.5088633872784816,0.6791942282085173,0.8495250691385529,0.6791942282085173,-0.08729455597664315,2.1270063761138203,0.338532546348446,-0.17245997644166097,-0.59828707876675,-0.8537833401618036,0.5940288077434994,1.9566755351837846,-0.7686179196967857,0.4236979668134638,0.5940288077434994,1.3605175919286598,-0.6834524992317679,1
AT5G26800.1,,5,9425151,9426711,+,1560,nontranslating_CDS,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; CONTAINS InterPro DOMAIN/s: IGR protein motif (InterPro:IPR019083); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G0 /.../); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink). [Source:TAIR;Acc:AT5G26800],5.853369603186992,6.13661691186628,6.233511642429545,5.766515218029244,5.695924023816948,5.980930722172821,5.733242307513317,5.827053357503868,5.291668217101413,6.285100172365665,5.860447103159859,6.087215389298081,5.12690884441333,5.571620137317565,6.107661871826724,5.574150103515413,5.796714633222583,5.774059586868334,6.10062149093771,5.69502221561635,5.399429417377726,5.926397022739951,5.965165935617991,5.289308758146013,5.748690859604696,6.033656545225597,6.256151788960118,6.087456357273185,6.1419340464427785,6.410778945383953,6.014147010260782,5.110502026155017,6.147483878842516,6.865011049033618,6.559454977749567,5.792038049907001,6.290821304659191,6.531244981250794,6.366314474081065,5.834239732739099,0.4617102599514056,0.9999298958736154,-0.1908756421667414,0.8205931495818061,0.9999748283291506,-0.058255415231718295,0.15370547436951718,0.9999949368750313,-0.36930115907631716,0.572329623190456,0.9998276124642587,-0.14548058568512817,0.18801235152940088,0.81928036598756,-0.34274944646884753,0.8823909809998421,0.9994930084091103,0.03774783091274601,0.9911203010018536,0.9999354606486767,0.0028092261169552035,0.10085309621293168,0.4812488092091895,0.4095340562559774,0.26817480259426485,0.7424677100004456,0.2788799470225465,61,81,46,53,46,57,39,58,25,71,48,107,38,36,78,55,57,40,92,40,37,54,50,47,55,85,71,46,108,99,75,31,75,129,146,47,69,81,115,55,-0.1467727337501183,0.5735842417105844,-0.6870404653456453,-0.43491552393439936,-0.6870404653456453,-0.2908441288422588,-0.9391654067568913,-0.2548262800692237,-1.4434152895793833,0.21340575398023306,-0.615004767799575,1.510048309809498,-0.9751832555299264,-1.0472189530759966,0.465530695391479,-0.3628798263883291,-0.2908441288422588,-0.9031475579838562,0.9697805782139709,-0.9031475579838562,-1.0112011043029616,-0.3988976751613642,-0.5429690702535047,-0.6510226165726102,-0.3628798263883291,0.7176556368027249,0.21340575398023306,-0.6870404653456453,1.546066158582533,1.2219055196252169,0.3574771490723736,-1.2273081969411723,0.3574771490723736,2.302440982816271,2.914744411957868,-0.6510226165726102,0.1413700564341628,0.5735842417105844,1.7981910999937791,-0.3628798263883291,1
AT1G21090.1,,1,7384560,7386580,+,2020,protein_coding,At1g21090 [Source:UniProtKB/TrEMBL;Acc:Q0V805],6.401911207323486,5.73483278966501,6.320974792461373,6.7570652543334155,6.296563897102013,4.8784984881231575,5.752139361424509,6.525268726768298,5.946476373856669,5.70292639287843,5.835147418038119,6.543680285774518,6.008322358022516,5.673387153947925,6.066817148260015,6.204809395969055,6.9418139554810665,6.120251493187863,6.546645834971571,6.4167967175687,5.985469035382544,6.354422491799494,6.094636971823801,6.483775039732346,6.807326437379152,5.796958151785655,6.39110141017262,6.755051751006841,6.347466925527995,6.085276444154901,6.102307904923863,6.3425856653307005,6.81397157162742,6.431803434986681,6.0300118738812944,6.006149373928135,6.683887723834202,6.716117832197687,6.195949844962807,6.325142109310046,0.20765392137136107,0.9999298958736154,-0.35557069383788903,0.30729890645707264,0.9999748283291506,-0.28691260011110287,0.22028027322320076,0.9999949368750313,-0.34294910877505835,0.46961324535956295,0.9998276124642587,0.1998137341817498,0.7229173000366456,0.9897385533165293,-0.09882442921744763,0.620930890243522,0.9994930084091103,0.13679874763173241,0.657273503171137,0.9999354606486767,-0.12253333224298496,0.9626460662561146,0.9926363364748245,0.012915196707952324,0.5894798692019223,0.9065934120455237,0.1488021455814118,86,62,50,107,69,26,40,94,39,47,47,145,71,39,75,86,125,51,125,67,55,72,55,112,114,70,79,74,121,80,82,75,118,98,102,55,91,95,105,76,0.23060935344474753,-0.6208713361973972,-1.0466116810184696,0.9756549568816242,-0.3725228017184383,-1.8980923706606143,-1.4013953017026965,0.5144362499921291,-1.4368736637711192,-1.1530467672237377,-1.1530467672237377,2.3238327154816867,-0.30156607758159293,-1.4368736637711192,-0.15965262930790214,0.23060935344474753,1.6142654741132327,-1.0111333189500469,1.6142654741132327,-0.4434795258552837,-0.8692198706763561,-0.26608771551317023,-0.8692198706763561,1.1530467672237377,1.224003491360583,-0.3370444396500156,-0.01773918103421135,-0.19513099137632484,1.472352025839542,0.01773918103421135,0.08869590517105674,-0.15965262930790214,1.3659169396342739,0.6563496982658199,0.7982631465395107,-0.8692198706763561,0.408001163786861,0.5499146120605518,0.9046982327447788,-0.12417426723947944,1
AT1G03910.1,CTN,1,996076,1000629,+,4553,protein_coding,Cactin [Source:UniProtKB/Swiss-Prot;Acc:F4I2J8],8.092097010471827,8.174860433404154,8.14032574874763,8.74467740088338,8.134889742884365,8.133980107864698,8.097914946369649,8.579823117605905,8.067079480174453,7.966129047701047,8.119354186299411,8.355523763468076,8.149129856143407,8.11012283750605,8.467885000567634,8.653351252297877,8.345690087082719,8.226432026099937,8.43590584618417,8.448794509313547,8.24186053893708,7.785083539685748,8.10957746653424,8.660787506171303,8.233485173824281,8.111486262310303,8.337153675110148,8.577799657626636,8.230390325487893,8.241318763297004,8.373213771929349,8.653611019889228,8.552967098320304,8.238512394889614,8.398456446920438,8.480091698834116,8.437124455513361,8.311829882004304,8.410627959143152,8.724538793710567,0.7160087229382268,0.9999298958736154,-0.06255196871619134,0.30265087693154225,0.9999748283291506,-0.17760464450464855,0.7689215175528197,0.9999949368750313,0.05018033361981161,0.7593350191429422,0.9998276124642587,0.05247020869629858,0.6549786153014132,0.9826699695773996,-0.07671985503725573,0.9766968300459717,0.9994930084091103,0.005005306104758081,0.6939072521681696,0.9999354606486767,0.06697236290592516,0.5341654831227949,0.870153722817076,0.10586081306195513,0.3367672418337776,0.7926218196549234,0.16378249521950664,277,343,179,428,248,256,207,393,171,229,232,511,317,215,400,475,331,222,466,277,265,195,225,514,307,351,308,264,447,362,403,377,395,348,535,310,309,291,496,403,-0.5477944665767928,0.10896184212562895,-1.5229780764682674,0.9547843609090508,-0.836369208279372,-0.75676238298210885,-1.2443541879278461,0.6065045002335242,-1.6025849017655307,-1.0254354183603722,-0.9955828588738985,1.780705173368157,-0.1497603400904766,-1.1647473626305829,0.6761604723686295,1.4224744595304724,-0.010448395820265913,-1.0950913904954775,1.3329167810710514,-0.5477944665767928,-0.6672047045226877,-1.363764425873741,-1.065238831009004,1.8105577328546307,-0.24926887171205564,0.1885686674228922,-0.23931801854989773,-0.6771555576848456,1.143850570990051,0.29802805220662915,0.7060130318551032,0.44729084963899773,0.62640620655784,0.15871610793641847,2.019525649259947,-0.21941631222558192,-0.22936716538773982,-0.4084825223065821,1.6314423759357883,0.7060130318551032,1
AT5G02710.1,,5,612463,614562,+,2099,protein_coding,At5g02710 [Source:UniProtKB/TrEMBL;Acc:Q9LZ14],2.5450203690728754,2.954965472530233,3.7720537566925434,3.8103784200231305,3.962918632839667,3.1124720318174943,2.313914982428585,2.546475083715261,4.602166877589426,3.8115688076716303,4.490146021921591,3.636502152345986,3.7545239131457486,2.891436663230588,1.863279293035683,3.683491916998645,4.133490378556066,2.33135615636043,3.980678341828802,2.595850123278069,2.1358319897232736,2.1252891910326865,3.2591606851665427,2.7106308472090945,4.2092973561348375,3.13368169805513,4.155222039155647,3.476491138099124,3.2648921501778125,3.848136478174437,3.8328302129297476,3.548617187662081,4.918896565521838,3.147295957344598,2.597863178139158,2.4866930517160433,3.4687135320651,3.7110671864619538,3.8201527738929317,3.3722223479434126,0.6935490448688303,0.9999298958736154,-0.22720936021607469,0.0966127825653867,0.9999748283291506,0.8963756647279388,0.8410057383261975,0.9999949368750313,-0.1129647999317972,0.7142726885518662,0.9998276124642587,0.20389389458319887,0.17876643147858437,0.8092724443709847,-0.8100997601681881,0.34444768924310376,0.9994930084091103,0.5172150364712117,0.543184310082763,0.9999354606486767,0.3306965114191662,0.5236735390275575,0.8665830797978722,0.3477886680560763,0.585206866913333,0.9052656994393872,0.3003689722782812,5,8,8,13,13,7,3,5,15,12,18,18,14,5,3,14,17,3,20,4,3,3,7,7,18,10,16,7,13,16,16,10,31,9,8,4,9,11,19,9,-0.9377862821231279,-0.4506245771241004,-0.4506245771241004,0.3613115978742786,0.3613115978742786,-0.6130118121237762,-1.2625607521224793,-0.9377862821231279,0.6860860678736302,0.1989243628746028,1.1732477728726576,1.1732477728726576,0.5236988328739544,-0.9377862821231279,-1.2625607521224793,0.5236988328739544,1.0108605378729818,-1.2625607521224793,1.4980222428720091,-1.1001735171228035,-1.2625607521224793,-1.2625607521224793,-0.6130118121237762,-0.6130118121237762,1.1732477728726576,-0.1258501071247488,0.848473302873306,-0.6130118121237762,0.3613115978742786,0.848473302873306,0.848473302873306,-0.1258501071247488,3.284281827868443,-0.2882373421244246,-0.4506245771241004,-1.1001735171228035,-0.2882373421244246,0.036537127874926995,1.3356350078723334,-0.2882373421244246,1
AT1G29070.1,RPL34,1,10149791,10151407,+,1616,protein_coding,"50S ribosomal protein L34, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LP37]",5.5138805146222705,4.236156715930009,4.730756156732402,5.839972126152961,5.362057483880961,3.4363960237313655,3.9666962685754426,5.856742201499864,5.060023581886284,5.324969917122155,4.94404813287063,6.111798787887023,4.749161826313649,4.809997123386713,5.205617641412385,5.192987407235671,5.758881964513604,4.800960341924677,5.298120015225605,5.689767319056451,4.482013954791798,4.542300711343999,4.92815027937891,5.079723002378984,5.784264737417025,5.984049324561048,5.600731195883742,5.220732600271149,6.039374195293149,5.218822613438012,4.707203479380942,5.4601869160279195,5.86345127021802,5.552462790076253,5.622693890608189,5.98474310384471,5.99319762933073,5.933057923401297,5.376104136532829,5.797319825290314,0.542513768585569,0.9999298958736154,-0.2368255984962959,0.5116408981642266,0.9999748283291506,0.2502899985268856,0.5749351038888417,0.9999949368750313,-0.21603218397718307,0.556653568962475,0.9998276124642587,0.22411773736915214,0.25307132250997477,0.8796208649008764,-0.44703004263987456,0.20885043410751325,0.9994930084091103,0.4754041282535823,0.5449929299812482,0.9999354606486767,0.22859774074193032,0.13864181431065428,0.5543022383020628,0.5560758202988353,0.12188568429695441,0.5668546394219381,0.5822941020722006,47,21,16,56,36,9,11,59,21,36,25,108,29,21,41,42,55,20,52,40,19,20,24,41,56,81,45,25,99,43,30,40,61,52,76,54,56,54,58,53,0.16604737145042267,-1.0007719954984924,-1.2251603352963607,0.5699463830865856,-0.3276069761048876,-1.5393040110133764,-1.449548675094229,0.7045793869653065,-1.0007719954984924,-0.3276069761048876,-0.8212613236601978,2.903585116984416,-0.6417506518219032,-1.0007719954984924,-0.10321863630701929,-0.05834096834744563,0.5250687151270119,-1.045649663458066,0.39043571124829096,-0.14809630426659295,-1.0905273314176398,-1.045649663458066,-0.8661389916197715,-0.10321863630701929,0.5699463830865856,1.691888082075927,0.07629203553127535,-0.8212613236601978,2.499686105348253,-0.01346330038787197,-0.5968729838623296,-0.14809630426659295,0.7943347228844538,0.39043571124829096,1.4674997422780587,0.48019104716743827,0.5699463830865856,0.48019104716743827,0.6597017190057329,0.4353133792078646,1
AT1G04170.1,EIF2 GAMMA,1,1096882,1099901,+,3019,protein_coding,Eukaryotic translation initiation factor 2 gamma subunit [Source:UniProtKB/TrEMBL;Acc:O64490],8.306714682541573,8.879933212557717,8.393655234895181,8.229676629513275,8.011464378678307,8.481317867910661,8.341986509475193,7.916666829681533,8.030333429437515,8.428787715529262,8.237766478371183,8.347430221015024,8.144713984733391,8.345317136828971,8.487744365457111,8.210321393680942,8.271722651308817,8.51848671451038,8.441122863063136,7.892800589024381,7.904894790432562,8.521943036184165,8.19095310497149,8.086884943208615,8.245281628786824,8.33082607775311,8.583199602994835,8.256552788677658,8.465323107234,8.534018992217389,8.523086866722355,8.081776339351224,8.441130285227892,8.861375071301637,8.541194692327702,8.154331832310689,8.34109268138796,8.8406976441899765,8.558228052600626,8.150540476382522,0.13030755089399085,0.9999298958736154,-0.27456999998225395,0.2532308695129422,0.9999748283291506,-0.20697498691213823,0.32788550516416887,0.9999949368750313,-0.17652188057293453,0.3263943738432921,0.9998276124642587,-0.1775303548975323,0.11405578622160882,0.7171146593483742,-0.286386317053059,0.5141994265688672,0.9994930084091103,-0.1178197728852155,0.7196432511989579,0.9999354606486767,-0.06444756798835699,0.800193635574767,0.9584528938225192,0.04542637071382074,0.9224866375123142,0.9900440030516533,0.017504839004670664,323,559,213,299,228,326,245,248,167,316,252,509,316,253,406,349,315,272,468,188,210,326,238,344,310,410,365,211,528,443,446,253,366,535,590,247,289,419,548,271,-0.14998996558257122,1.929166091832222,-1.119088127936924,-0.3614295646417027,-0.9869383785249668,-0.12356001570017978,-0.8371686625247486,-0.8107387126423572,-1.5243473594669261,-0.21165984864148457,-0.7754987794658353,1.488666927125698,-0.21165984864148457,-0.7666887961717048,0.5812386478302586,0.07906960006482126,-0.22046983193561506,-0.5992991135832257,1.1274576120663484,-1.339337710290186,-1.1455180778193155,-0.12356001570017978,-0.898838545583662,0.035019683594168856,-0.26451974840626746,0.6164785810067805,0.22002933277090894,-1.136708094525185,1.6560566097141771,0.9072080297130863,0.9336379795954778,-0.7666887961717048,0.2288393160650394,1.7177264927730904,2.202275573950267,-0.8195486959364877,-0.44952939758300753,0.6957684306539549,1.8322562755967868,-0.6081090968773561,1
