ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Mock_4,Mock_Flg22_1,Mock_Flg22_2,Mock_Flg22_3,Mock_Flg22_4,HKSynCom33_1,HKSynCom33_2,HKSynCom33_3,HKSynCom33_4,HKSynCom33_Flg22_1,HKSynCom33_Flg22_2,HKSynCom33_Flg22_3,HKSynCom33_Flg22_4,SynCom33_1,SynCom33_2,SynCom33_3,SynCom33_4,SynCom33_Flg22_1,SynCom33_Flg22_2,SynCom33_Flg22_3,SynCom33_Flg22_4,HKSynCom35_1,HKSynCom35_2,HKSynCom35_3,HKSynCom35_4,HKSynCom35_Flg22_1,HKSynCom35_Flg22_2,HKSynCom35_Flg22_3,HKSynCom35_Flg22_4,SynCom35_1,SynCom35_2,SynCom35_3,SynCom35_4,SynCom35_Flg22_1,SynCom35_Flg22_2,SynCom35_Flg22_3,SynCom35_Flg22_4,Mock_Flg22_vs_Mock_pvalue,Mock_Flg22_vs_Mock_padj,Mock_Flg22_vs_Mock_log2FoldChange,HKSynCom33_vs_Mock_pvalue,HKSynCom33_vs_Mock_padj,HKSynCom33_vs_Mock_log2FoldChange,HKSynCom33_Flg22_vs_Mock_pvalue,HKSynCom33_Flg22_vs_Mock_padj,HKSynCom33_Flg22_vs_Mock_log2FoldChange,SynCom33_vs_Mock_pvalue,SynCom33_vs_Mock_padj,SynCom33_vs_Mock_log2FoldChange,SynCom33_Flg22_vs_Mock_pvalue,SynCom33_Flg22_vs_Mock_padj,SynCom33_Flg22_vs_Mock_log2FoldChange,HKSynCom35_vs_Mock_pvalue,HKSynCom35_vs_Mock_padj,HKSynCom35_vs_Mock_log2FoldChange,HKSynCom35_Flg22_vs_Mock_pvalue,HKSynCom35_Flg22_vs_Mock_padj,HKSynCom35_Flg22_vs_Mock_log2FoldChange,SynCom35_vs_Mock_pvalue,SynCom35_vs_Mock_padj,SynCom35_vs_Mock_log2FoldChange,SynCom35_Flg22_vs_Mock_pvalue,SynCom35_Flg22_vs_Mock_padj,SynCom35_Flg22_vs_Mock_log2FoldChange,Raw_Mock_1,Raw_Mock_2,Raw_Mock_3,Raw_Mock_4,Raw_Mock_Flg22_1,Raw_Mock_Flg22_2,Raw_Mock_Flg22_3,Raw_Mock_Flg22_4,Raw_HKSynCom33_1,Raw_HKSynCom33_2,Raw_HKSynCom33_3,Raw_HKSynCom33_4,Raw_HKSynCom33_Flg22_1,Raw_HKSynCom33_Flg22_2,Raw_HKSynCom33_Flg22_3,Raw_HKSynCom33_Flg22_4,Raw_SynCom33_1,Raw_SynCom33_2,Raw_SynCom33_3,Raw_SynCom33_4,Raw_SynCom33_Flg22_1,Raw_SynCom33_Flg22_2,Raw_SynCom33_Flg22_3,Raw_SynCom33_Flg22_4,Raw_HKSynCom35_1,Raw_HKSynCom35_2,Raw_HKSynCom35_3,Raw_HKSynCom35_4,Raw_HKSynCom35_Flg22_1,Raw_HKSynCom35_Flg22_2,Raw_HKSynCom35_Flg22_3,Raw_HKSynCom35_Flg22_4,Raw_SynCom35_1,Raw_SynCom35_2,Raw_SynCom35_3,Raw_SynCom35_4,Raw_SynCom35_Flg22_1,Raw_SynCom35_Flg22_2,Raw_SynCom35_Flg22_3,Raw_SynCom35_Flg22_4,Scale_Mock_1,Scale_Mock_2,Scale_Mock_3,Scale_Mock_4,Scale_Mock_Flg22_1,Scale_Mock_Flg22_2,Scale_Mock_Flg22_3,Scale_Mock_Flg22_4,Scale_HKSynCom33_1,Scale_HKSynCom33_2,Scale_HKSynCom33_3,Scale_HKSynCom33_4,Scale_HKSynCom33_Flg22_1,Scale_HKSynCom33_Flg22_2,Scale_HKSynCom33_Flg22_3,Scale_HKSynCom33_Flg22_4,Scale_SynCom33_1,Scale_SynCom33_2,Scale_SynCom33_3,Scale_SynCom33_4,Scale_SynCom33_Flg22_1,Scale_SynCom33_Flg22_2,Scale_SynCom33_Flg22_3,Scale_SynCom33_Flg22_4,Scale_HKSynCom35_1,Scale_HKSynCom35_2,Scale_HKSynCom35_3,Scale_HKSynCom35_4,Scale_HKSynCom35_Flg22_1,Scale_HKSynCom35_Flg22_2,Scale_HKSynCom35_Flg22_3,Scale_HKSynCom35_Flg22_4,Scale_SynCom35_1,Scale_SynCom35_2,Scale_SynCom35_3,Scale_SynCom35_4,Scale_SynCom35_Flg22_1,Scale_SynCom35_Flg22_2,Scale_SynCom35_Flg22_3,Scale_SynCom35_Flg22_4,cl
AT2G19190.1,SIRK,2,8326049,8329944,-,3895,protein_coding,Senescence-induced receptor-like serine/threonine-protein kinase [Source:UniProtKB/Swiss-Prot;Acc:O64483],4.2231615018571524,4.7105695620900985,4.31054551465935,4.087195491411449,6.173284191768548,6.193118809879123,6.00651435754058,5.573391938951838,4.784945966311198,4.437289758205261,4.63732929456489,3.2186304886279253,6.2471206332361575,5.706377719407025,5.3162469162348875,5.190313511058117,4.294297881634726,4.098916654327315,4.17348078418331,4.217815054986642,6.162050915241118,6.417235181931655,5.80831580528974,5.7860413359945095,3.2921388844670285,2.864522973561658,3.057628747302969,3.272097031134246,6.222829205965549,5.648117779163894,5.625875246715589,5.481580879048493,3.7366209897880123,3.5079745984350432,3.29312785646968,4.276245417848562,3.606942712375792,2.912430105083613,3.5778447062912537,3.0586924479943005,3.684973847416782e-8,2.679098819533581e-4,1.690162469611166,0.8503496321767028,0.9999748283291506,-0.06388454315227145,1.1224559573866782e-5,0.04080314481093473,1.3540586486605937,0.6150407280759176,0.9998276124642587,-0.17162576098375296,1.0048650937470884e-8,1.2176173644287636e-5,1.750901974860782,5.725723328627498e-4,0.9994930084091103,-1.3552982843629808,1.5443262338830369e-6,0.006736659897444583,1.4661362661528432,0.04635129284472743,0.3276314411630852,-0.6978086052755662,0.003238070203320907,0.072960278103959,-1.1005675202812022,18,30,12,16,63,66,48,48,17,19,20,13,84,40,44,42,19,12,23,14,62,75,45,69,9,8,7,6,110,59,59,41,13,12,14,16,10,6,16,7,-0.5531519847337466,-0.08896850104109201,-0.7852437265800739,-0.6305158986825223,1.187536079113708,1.3035819500368717,0.6073067244978898,0.6073067244978898,-0.5918339417081344,-0.5144700277593587,-0.4757880707849708,-0.746561769605686,1.9998571755758536,0.29785106870278677,0.4525788966003383,0.37521498265156256,-0.5144700277593587,-0.7852437265800739,-0.35974219986180717,-0.7078798126312981,1.1488541221393203,1.6517195628063626,0.4912608535747262,1.4196278209600353,-0.9012895975032374,-0.9399715544776254,-0.9786535114520133,-1.017335468426401,3.0055880569099385,1.0328082512161565,1.0328082512161565,0.3365330256771747,-0.746561769605686,-0.7852437265800739,-0.7078798126312981,-0.6305158986825223,-0.8626076405288496,-1.017335468426401,-0.6305158986825223,-0.9786535114520133,10
AT1G67270.1,,1,25183019,25185939,-,2920,protein_coding,Zinc-finger domain of monoamine-oxidase A repressor R1 protein [Source:TAIR;Acc:AT1G67270],3.1408202453082987,5.279476017157437,3.587104716708634,3.3226367287550618,6.829754117126753,7.3274035045553605,6.277469559629249,6.496205365282624,4.052878434153511,5.439865618801702,5.10561121231149,3.2163190689376804,7.036672310637121,7.545447997728532,5.775809686361261,6.153777676266164,4.96904549162307,5.056084998479871,4.391964314886616,5.322742548820668,7.469096547846866,7.499346814922641,7.408187916758182,7.633861300238907,3.966794744154054,4.416769973543079,3.382865186639225,3.474053179040793,7.141672807151553,7.035238749301342,5.117682400412609,5.974425325516179,4.09583244276653,4.264010341617413,3.9524979578977186,5.443807448183014,4.614157493216283,3.4361997859172457,4.1261054343012535,5.762779342928295,3.934784866977631e-7,0.0017164318546729822,2.7113814914138517,0.3048966827868442,0.9999748283291506,0.5653333702032992,3.736643586636529e-7,0.0016299986653625868,2.7131485893474445,0.11860507145044508,0.9339617677798798,0.8532247397464009,1.1395099578761225e-10,4.147979037383526e-7,3.4326994662203103,0.6259463127056164,0.9994930084091103,-0.2757093531397879,4.351043779088096e-6,0.013557230837955778,2.453404195420717,0.4325417843527046,0.826108255480386,0.4306024498239969,0.25960744296269617,0.7328886795831434,0.6177553149573856,8,45,7,9,100,146,58,92,10,39,28,13,146,145,61,83,31,24,27,31,155,160,138,251,15,26,9,7,210,156,41,58,17,21,23,37,21,9,24,51,-0.8733950258546705,-0.28902584038228696,-0.8891887876241945,-0.8576012640851467,0.5796310569415265,1.306144098339625,-0.08370693737847652,0.4532809627853354,-0.8418075023156228,-0.3837884109994303,-0.557519790464193,-0.7944262170070512,1.306144098339625,1.2903503365701012,-0.03632565206990488,0.3111371068596205,-0.5101385051556213,-0.6206948375422885,-0.5733135522337168,-0.5101385051556213,1.44828795426534,1.5272567631129594,1.179794004183434,2.9644890841396325,-0.7628386934680034,-0.5891073140032407,-0.8576012640851467,-0.8891887876241945,2.3169448515891533,1.4640817160348638,-0.35220088746038253,-0.08370693737847652,-0.7312511699289557,-0.6680761228508602,-0.6364885993118123,-0.41537593453847804,-0.6680761228508602,-0.8576012640851467,-0.6206948375422885,-0.1942632697651437,10
AT2G02010.1,GAD4,2,474108,476650,-,2542,protein_coding,glutamate decarboxylase 4 [Source:TAIR;Acc:AT2G02010],1.9755550417681518,3.2339956094378164,2.8670426954501647,2.000578639221264,6.0773673281831115,7.1829299607259545,5.639432480482159,4.4820676746116,2.0424890597020506,2.0915682852286803,4.046258757837543,1.1865343280969194,6.19548665420812,6.877890686164767,5.466240379614956,3.6826502882095267,3.1415852951886905,3.5553474466750914,4.5370935161985475,0,6.59219601879479,6.882175118755699,6.241072849099074,4.0657374405037885,2.7770552681259186,3.839175528423427,3.6469785256490104,0,6.342031293180709,6.774367465982479,5.39642596039349,3.5444818019634696,2.2594432128581805,2.821858813586247,3.8300726039741244,0,3.468242570156622,2.6910158290608277,2.6975330815661596,2.3730184600422115,1.2774392227790327e-5,0.03482778361004185,3.7685779707555516,0.8790638579304731,0.9999748283291506,0.13927281342677994,3.7334835888350784e-5,0.09047890061786877,3.5608090216712083,0.25542087867173086,0.9998276124642587,1.0115526997669209,7.1381163071704665e-6,0.0017895339629390235,3.874427164616989,0.4982907422435643,0.9994930084091103,0.6083854188966523,3.9801060646181986e-5,0.07891826670489775,3.545661655939885,0.8144100995637231,0.9630774992878341,0.21192102286467818,0.7547600406700414,0.9557538913557714,0.28262411431303724,3,10,4,3,59,132,37,22,2,3,13,2,81,91,49,14,8,8,30,0,84,104,61,20,6,17,11,0,120,130,50,10,4,7,21,0,9,5,8,4,-0.7150665795278952,-0.5366185917669232,-0.6895740098477563,-0.7150665795278952,0.7125173225598813,2.5734749092100184,0.15168078959682624,-0.23070775560525675,-0.740559149208034,-0.7150665795278952,-0.46014088272650655,-0.740559149208034,1.2733538555229365,1.528279552324325,0.4575916257584926,-0.4346483130463677,-0.5876037311272009,-0.5876037311272009,-0.026767198164145828,-0.7915442885683118,1.349831564563353,1.8596829581661303,0.763502461920159,-0.28169289496553446,-0.6385888704874786,-0.3581706040059511,-0.5111260220867843,-0.7915442885683118,2.267564073048352,2.5224897698497406,0.48308419543863146,-0.5366185917669232,-0.6895740098477563,-0.6130963008073397,-0.2562003252853956,-0.7915442885683118,-0.562111161447062,-0.6640814401676175,-0.5876037311272009,-0.6895740098477563,10
AT3G23250.1,MYB15,3,8309209,8310910,+,1701,protein_coding,Transcription factor MYB15 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTC4],4.9145939486768295,3.5795357642888304,4.625224817724761,4.8093849942935964,6.189706369627954,6.43041458774616,5.345841053428352,6.021810493947498,5.373409141855684,4.974395127652025,4.7684678796917455,3.110889365740786,6.008311623042701,6.955957011840618,5.601372675903018,5.224203565061827,6.052488150171092,6.120261905788447,5.432131440858898,6.028311703622212,6.407942402120592,6.608063360845645,6.555303412594464,6.5937456052432974,3.549892312838729,4.243665177896624,5.237894018352481,4.593125285796106,5.125553743215035,5.83335046436006,5.221847534343744,5.678742038749382,4.445841823449008,4.665270942432584,4.5672577392992055,5.445035177536429,5.327635786761713,4.212094353991553,4.291985841541122,4.58042955390796,1.4545822701270136e-4,0.19828683683587683,1.5349012503229378,0.6952517760152908,0.9999748283291506,0.16470938808319727,9.477960918099269e-5,0.12160223857921362,1.5704538364240326,5.027349311875289e-4,0.06605513002488671,1.4074451679595918,3.841780854605519e-7,1.904388232268204e-4,2.0326267878268927,0.9281881005037331,0.9994930084091103,-0.03814226443194908,0.01745755041962535,0.9999354606486767,0.9634777013140989,0.5031728708544735,0.8582718442326935,0.2770710623253192,0.7902402380143789,0.9640381738238226,0.11133740191248552,30,13,15,27,64,78,30,66,26,28,22,12,71,96,54,43,67,51,57,51,74,86,76,121,11,23,35,16,51,67,44,47,22,28,36,37,35,16,27,22,-0.5564698756417943,-1.214555989444264,-1.137134093702797,-0.6726027192539947,0.7597023519631452,1.3016556221534143,-0.5564698756417943,0.8371242477046122,-0.7113136671247283,-0.6338917713832612,-0.8661574586076624,-1.2532669373149974,1.0306789870582798,1.9984526838266174,0.37259287325581003,-0.05322755332225858,0.8758351955753457,0.25646002964360953,0.4887257168680106,0.25646002964360953,1.1468118306704802,1.6113432051192824,1.2242337264119474,2.9662263805949554,-1.2919778851857309,-0.8274465107369288,-0.36291513628812666,-1.0984231458320635,0.25646002964360953,0.8758351955753457,-0.014516605451525067,0.10161623816067547,-0.8661574586076624,-0.6338917713832612,-0.3242041884173932,-0.28549324054665964,-0.36291513628812666,-1.0984231458320635,-0.6726027192539947,-0.8661574586076624,10
AT5G40590.1,,5,16251318,16252434,-,1116,protein_coding,At5g40590 [Source:UniProtKB/TrEMBL;Acc:Q9FM39],6.488374455247586,7.94774815843649,6.764900643631994,4.1735006376371695,9.54247939273502,9.687858626440372,8.6092997905226,8.167545013790908,6.625147376271299,7.964823413286565,7.610424561293225,4.6139508771492395,9.597918947132829,10.105743444599026,7.989450364261997,7.6431825900184505,7.582217516998605,8.132339604472689,7.074428290822755,6.94726691855235,10.112022481246742,10.352190499987797,9.482350438271213,8.816485110657329,6.298410447724065,7.105046804534896,6.116142790833597,4.081190390221287,9.605085668192357,9.36424061961524,7.685389364923519,7.196111644883051,7.350207463414893,7.905546118490612,6.912694663075728,8.12771076547823,7.360945022541615,7.6855223832711275,6.90684199891347,7.8930743560753704,3.5458832525916083e-4,0.3515420891921617,2.2867267648525647,0.6479558641067792,0.9999748283291506,0.29342114222954874,2.594933881162305e-4,0.257264104009232,2.3380578871052413,0.3050345306902352,0.9998276124642587,0.6583137547904534,3.7753213517477007e-6,0.001106341006070207,2.958470171433105,0.3391617519687616,0.9994930084091103,-0.6166317141052764,0.0022258775514966624,0.7469017734722109,1.9578728644935532,0.21453724406349908,0.6625089588733626,0.7958961134664848,0.30831196146344364,0.7754239955302621,0.6536674288171223,92,291,68,17,664,754,294,296,63,229,163,37,867,857,288,235,196,208,181,97,978,1166,583,567,80,176,65,11,1176,785,247,136,172,273,189,242,146,186,172,228,-0.7638241270714805,-0.1430951784763825,-0.838685909816618,-0.997767198150035,1.0203816950209619,1.3011133803152273,-0.13373745563324033,-0.12749897373781222,-0.8542821145551882,-0.33648811723465427,-0.5423580197837822,-0.9353823791957538,1.6535876074069162,1.6223951979297755,-0.1524529013195247,-0.3177726715483699,-0.43942306850921825,-0.40199217713664953,-0.48621168272492915,-0.7482279223329102,1.9998233526031768,2.58624065077342,0.767723178256123,0.7178153230926981,-0.8012550184440492,-0.5018078874634995,-0.8480436326597601,-1.0164826438363195,2.6174330602505607,1.3978098496943632,-0.28034178017580114,-0.6265775253720618,-0.5142848512543556,-0.19924151553523559,-0.46125775514321665,-0.29593798491437145,-0.5953851158949213,-0.47061547798635883,-0.5142848512543556,-0.3396073581823683,10
AT1G51920.1,,1,19294184,19294612,+,428,protein_coding,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: stem, stamen; EXPRESSED DURING: 4 anthesis; Has 22 Blast hits to 22 proteins in 5 species: Archae - 0; /.../ria - 0; Metazoa - 0; Fungi - 0; Plants - 22; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT1G51920]",0.8702817301713297,1.4939457482194773,0,1.0208484572220105,3.404227467507519,3.2467773602192738,3.202777987268427,2.744999648454382,1.9544164552099235,3.2388958850731746,1.7278294753547598,0,3.337608487487295,3.566805107470344,2.3837318641730225,2.398519449023087,2.2457933062128768,2.647275702200277,3.1874450880733844,3.112446835574673,4.114234319242152,3.1039999492563792,3.0595517334132905,2.9839468813494627,0.9749033415716236,1.9532578415208763,1.6755607342294114,2.0006243656897675,3.0600000351800256,2.8411050303223373,2.825467164505921,3.160760126822785,0.9377734924983111,1.5847198376561986,0.7105617565654759,0,1.0737076147648676,1.7761120405994983,1.32418375461273,1.9638185416016483,5.708275502307197e-4,0.4788584499262395,2.960569511431311,0.08133663611973455,0.9999748283291506,1.5917342361753462,0.0013965475709165945,0.676891090428041,2.748733061845917,0.002637587380744545,0.18617611120200414,2.6090803256446344,1.574957095693519e-4,0.015404210409942306,3.216390926340856,0.2330186204732678,0.9994930084091103,1.1326415518551176,0.001307987163156787,0.5874444447996147,2.7485851380911805,0.844807332883814,NA,-0.21339655585761216,0.328919174635058,0.7900072809123719,0.9402691656849437,1,2,0,1,9,8,6,6,2,8,2,0,10,8,5,5,4,4,11,6,15,7,6,8,1,4,2,2,12,7,7,7,1,2,1,0,1,2,2,3,-1.0052003314181304,-0.733524566169987,-1.2768760966662736,-1.0052003314181304,1.1682057905670162,0.8965300253188728,0.35317849482258623,0.35317849482258623,-0.733524566169987,0.8965300253188728,-0.733524566169987,-1.2768760966662736,1.4398815558151594,0.8965300253188728,0.08150272957444295,0.08150272957444295,-0.19017303567370036,-0.19017303567370036,1.7115573210633028,0.35317849482258623,2.7982603820558762,0.6248542600707295,0.35317849482258623,0.8965300253188728,-1.0052003314181304,-0.19017303567370036,-0.733524566169987,-0.733524566169987,1.983233086311446,0.6248542600707295,0.6248542600707295,0.6248542600707295,-1.0052003314181304,-0.733524566169987,-1.0052003314181304,-1.2768760966662736,-1.0052003314181304,-0.733524566169987,-0.733524566169987,-0.46184880092184366,10
AT1G14550.1,PER5,1,4978922,4980466,+,1544,protein_coding,Peroxidase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9Q9],5.123912795158646,6.552312880878097,5.857043654559953,3.0027479820258542,7.86684026185404,8.493832789888648,7.356161539259484,6.5089144244483,5.707209537268969,6.8193857646189056,6.460905159815549,3.4812630125394985,7.663408442074458,8.810830141777203,6.558159379744561,5.69422347113128,6.844677757121098,6.8147388727040275,7.121744311085869,5.574887529546465,8.411771033332156,9.118848157829204,8.324998166776751,7.400171734193404,4.546120836245116,6.196663156818084,5.5619845462527495,3.652727389740122,7.4205668121437265,8.034964877850173,6.869067641126421,5.554882261701978,5.048187630927474,5.589289089142469,6.25105474026823,5.980976514049807,5.743949394594367,4.88659400100117,6.116114197059723,5.412349157857425,9.469866367804806e-4,0.6884908511606354,2.1467011438294983,0.49665072122915405,0.9999748283291506,0.44462686035369775,0.0015528775522755463,0.6912206590343253,2.054483163114667,0.08922260510894635,0.8591762649144498,1.1071207296586902,1.0578328439812766e-5,0.0023785971299047034,2.8565101872045293,0.6355562110622328,0.9994930084091103,-0.3119394031890181,0.01164791986379643,0.9999354606486767,1.6385109559848918,0.7781310448880998,0.952280506454907,0.1842282419734132,0.993053557346105,0.9987880745845754,0.005706474249576773,35,110,36,7,207,329,123,93,33,103,73,16,226,349,106,60,117,83,187,37,300,495,261,212,23,93,44,8,257,312,140,43,34,54,119,54,47,26,99,40,-0.7864154282165132,-0.12942676638149803,-0.7776555793920463,-1.0316911953015855,0.7202785695917883,1.7889801261767462,-0.015548731663428742,-0.2783441963974348,-0.8039351258654469,-0.19074570815276612,-0.4535411728867722,-0.9528525558813837,0.8867156972566588,1.9641771026660837,-0.1644661616793655,-0.5674192076048414,-0.06810782461022996,-0.3659426846421035,0.5450815931024509,-0.7688957305675794,1.534944510267207,3.2431150310382466,1.193310406112999,0.7640778137141226,-0.8915336141101157,-0.2783441963974348,-0.7075767887963114,-1.0229313464771186,1.1582710108151317,1.6400626961608096,0.13336869835250803,-0.7163366376207783,-0.7951752770409801,-0.6199783005516427,-0.05058812696129622,-0.6199783005516427,-0.6812972423229108,-0.8652540676367151,-0.2257851034506336,-0.7426161840941788,10
AT2G43000.1,JUB1,2,17880457,17882636,-,2179,protein_coding,Transcription factor JUNGBRUNNEN 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK55],6.840045354850816,7.33730676609373,6.539735567631159,6.447308082934383,6.747233376427015,7.170965779090592,6.777776795934372,5.883851474403833,6.645939949123646,7.11871877618973,6.938223350917813,6.961749962887998,6.510361291480687,7.179358079649785,6.354154746113281,5.7860436144743765,7.997332708966168,7.342478839229899,7.900203722689968,7.47378942080338,7.139845623301951,6.968511073219281,7.73478016110181,6.810609488113474,6.725243133594238,6.892676610209598,7.05064514348986,6.384845076896123,6.575767689352925,6.582232303109737,6.853600773699493,5.853027397734586,6.25467570542685,5.2733996868782596,6.928974924345547,4.587498556914367,7.183629288084418,4.3828663419233544,6.769827241588304,4.634939151718731,0.7780206384853193,0.9999298958736154,-0.1247061401573833,0.8374044776263303,0.9999748283291506,0.09058623925810308,0.4945153308721696,0.9999949368750313,-0.302114060442059,0.04643743009182611,0.7095620979929732,0.87431976925359,0.39834063532199526,0.942011902562905,0.3718560083120768,0.9057961891484589,0.9994930084091103,-0.05227263133740949,0.45694224576174136,0.9999354606486767,-0.32845915417965377,0.06864607212342527,0.4023385244807411,-0.8087141704686133,0.1684897138322366,0.6358008907257634,-0.6111751949236848,118,190,58,86,95,131,82,60,64,127,102,195,101,112,92,64,262,120,322,140,124,111,173,140,108,152,125,57,143,113,138,53,80,43,191,20,129,18,156,23,0.041488151867192284,1.2129183222349758,-0.9347036567726273,-0.4791474794073782,-0.33271870811140525,0.2529963770724865,-0.5442269333166995,-0.9021639298179667,-0.8370844759086453,0.18791692316316522,-0.21882966377009294,1.2942676396216275,-0.23509952724742328,-0.05613102899678967,-0.3815282985433962,-0.8370844759086453,2.3843484926027596,0.07402787882185294,3.360540301242579,0.3994251483684595,0.13910733273117426,-0.07240089247412,0.9363306431203603,0.3994251483684595,-0.12121048290611099,0.5946635100964234,0.15537719620850457,-0.9509735202499576,0.44823473880045045,-0.03986116551945935,0.3668854214137988,-1.016052974159279,-0.5767666602713601,-1.1787516089325822,1.2291881857123061,-1.5529584689111797,0.2204566501178259,-1.5854981958658403,0.6597429640057447,-1.5041488784791888,10
AT3G14830.1,,3,4982588,4985857,+,3269,protein_coding,AT3G14830 protein [Source:UniProtKB/TrEMBL;Acc:Q8L634],7.8525867707689025,7.335403340390726,7.429642811061914,8.061061937362599,7.727940059523456,7.467777387539361,8.05653076551048,8.314743020621616,7.6938077007231565,7.690219776297114,7.847172574282442,7.917068609953649,8.135525710487428,7.977752060032788,7.614427175408392,8.15983369847605,7.523914769531842,7.532979650429606,7.6188137642429865,7.79747240117523,7.5598777462936315,7.426551494000737,7.6643380292087055,8.316247570608159,7.8421256575497,7.705611588961883,7.22623082330298,8.29634092427529,7.616271837412839,7.346665105601315,7.941348225780565,8.38228536439543,7.484976277575147,6.954316394783941,7.260097330751484,7.934252157082643,7.171647478353415,7.146085574307962,7.451286791503035,8.064602136464899,0.37905110527450697,0.9999298958736154,0.22652109237821774,0.7262157541076592,0.9999748283291506,0.09031160546730413,0.2640065420810858,0.9999949368750313,0.2867343565265424,0.7552637690888822,0.9998276124642587,-0.08053366548048187,0.7342631282917332,0.9913957317614548,0.08748222542880967,0.6654573068122507,0.9994930084091103,0.11138262614708422,0.508545693020517,0.9999354606486767,0.1695625145686279,0.32322685496100345,0.7575312182962289,-0.25488813706913704,0.4524058135914738,0.8568492972309688,-0.19408565094387664,235,191,109,266,187,161,201,327,132,189,192,377,314,196,221,337,187,137,264,176,165,152,165,404,234,265,142,217,292,194,298,312,188,142,242,212,128,129,254,255,0.2127703948028584,-0.4001197768060297,-1.5423241875316849,0.6445793793454841,-0.4558370651341105,-0.8179994392666353,-0.2608265559858279,1.4942680263487154,-1.2219497796452206,-0.4279784209700701,-0.38619045472400954,2.1907341304497248,1.313186839282453,-0.33047316639592883,0.017759885654575813,1.6335612471689174,-0.4558370651341105,-1.1523031692351198,0.6167207351814438,-0.6090596080363325,-0.7622821509385546,-0.943363338004817,-0.7622821509385546,2.5668258266642696,0.19884107272083823,0.6306500572634639,-1.0826565588250188,-0.03795740267350493,1.006741753478009,-0.35833181055996915,1.09031768597013,1.2853281951184126,-0.4419077430520903,-1.0826565588250188,0.3102756493769997,-0.10760401308360584,-1.2776670679733013,-1.2637377458912813,0.4774275143612419,0.4913568364432621,10
AT4G39670.1,,4,18409846,18411069,+,1223,protein_coding,ACD11 homolog protein [Source:UniProtKB/Swiss-Prot;Acc:Q8L7U7],6.103436392715132,7.096854719299064,6.7834998354544025,6.003033011344953,6.838186490762855,7.149325082743775,6.421641199798431,6.042047561808288,5.869437943643877,6.964562020566273,6.1333191770463085,5.954485580555355,6.892675796484052,7.252597054229794,6.3562197933601094,6.154609052195026,6.648740975339487,6.814745802799204,6.687103364310633,6.187595528972809,6.971763055142464,7.129614464168732,7.084578615793244,6.325426112071398,6.1889396103822225,6.738970208664113,6.024651863548558,6.168052036581931,6.3435045137218555,6.419089128921415,6.070705209433742,6.16217075729422,5.377956825195054,5.99657844307956,6.571472963673841,6.370301117005503,6.204242388635691,5.657016444366181,6.389760639121102,6.142977152433194,0.7280870878397926,0.9999298958736154,0.104436753929246,0.37509475237488754,0.9999748283291506,-0.2687216626996598,0.6038934342127196,0.9999949368750313,0.15501223378085965,0.904225198790019,0.9998276124642587,0.036144119167961924,0.2526113616733442,0.8793251946742194,0.3414714300093467,0.39425770473262234,0.9994930084091103,-0.2575774241589768,0.2938958885678766,0.9999354606486767,-0.31535495943036995,0.16049116698971727,0.5913352049102676,-0.42354592493725335,0.1407451401834629,0.5958447695150446,-0.44642386579310317,70,161,69,63,101,129,64,67,37,114,58,96,132,118,92,83,102,83,138,57,110,124,110,100,74,136,61,49,121,101,80,66,43,72,149,71,65,45,120,67,-0.6288468092537198,2.23957723295623,-0.6603679525747084,-0.8494948125006391,0.3483086336969224,1.2309006466845993,-0.8179736691796506,-0.7234102392166852,-1.669044538846339,0.7580834968697724,-1.0071005291055815,0.1907029170919801,1.3254640766475647,0.8841680701537262,0.06461834380802625,-0.21907194608086988,0.3798297770179109,-0.21907194608086988,1.5145909365734955,-1.0386216724265698,0.6319989235858186,1.073294930079657,0.6319989235858186,0.31678749037593396,-0.502762235969766,1.4515486499315184,-0.912537099142616,-1.2907908189944775,0.9787315001166916,0.3483086336969224,-0.3136353760438353,-0.7549313825376737,-1.4799176789204083,-0.565804522611743,1.8613235131043686,-0.5973256659327314,-0.7864525258586622,-1.4168753922784314,0.9472103567957032,-0.7234102392166852,10
